chef_index,name,arrondissement,commune,lat,lng,support_count,contradiction_count,external_support_count,weighted_support,weighted_contradiction,weighted_external_support,total_evidence,confidence_score,over_expansion_score,under_claim_score,boundary_shift_score
164,Sèdomey,Godomey,ABOMEY-CALAVI,6.404702643675566,2.341502448001384,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
165,Bozoun,Kpanroun,ABOMEY-CALAVI,6.684058728636733,2.392703474130166,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
166,Agbondjèdo,8ème Arrondissement,COTONOU,6.375051553367871,2.40938903849366,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
167,Fifadji-Houto (Jak),4ème Arrondissement,COTONOU,6.36291986206149,2.459257962851995,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
168,Missogbé,10ème Arrondissement,COTONOU,6.381106888687805,2.391582450472842,0,3,0,0.0,2.55,0.0,3,0.632,0.718,0.0,0.0
169,Agamandin,Abomey-Calavi,ABOMEY-CALAVI,6.459125671141735,2.359418029075937,1,2,0,0.85,1.2,0.0,3,0.632,0.393,0.0,0.0
170,Aïdjèdo-Gbègo,6ème Arrondissement,COTONOU,6.382620607263776,2.427749770137821,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
171,Jéricho-Nord,6ème Arrondissement,COTONOU,6.375398793051792,2.425647133995281,0,1,0,0.0,0.6,0.0,1,0.283,0.375,0.0,0.0
172,Misséssin,4ème Arrondissement,COTONOU,6.370644768763935,2.443651024740626,0,0,1,0.0,0.0,0.85,1,0.283,0.0,0.459,0.0
173,Gbodjo,Abomey-Calavi,ABOMEY-CALAVI,6.468530734207171,2.360020739305281,2,0,0,1.7,0.0,0.0,2,0.487,0.0,0.0,0.0
174,Kindonou,9ème Arrondissement,COTONOU,6.392221838386909,2.364254124197146,3,3,0,2.55,2.55,0.0,6,0.865,0.418,0.0,0.0
175,"Yénandjro
",Godomey,ABOMEY-CALAVI,6.410203100045705,2.313502659171219,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
176,"Houégoudo
",Zinvié,ABOMEY-CALAVI,6.630822551355818,2.342089692442799,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
177,"Dénou
",Godomey,ABOMEY-CALAVI,6.380663796391585,2.340790672921356,0,0,2,0.0,0.0,1.7,2,0.487,0.0,0.63,0.0
178,Djigbo,Kpanroun,ABOMEY-CALAVI,6.687701726279517,2.374768165719667,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
179,Djédjé-Layé,2ème Arrondissement,COTONOU,6.388456395269925,2.459342678466965,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
180,"Hêdomè
",Godomey,ABOMEY-CALAVI,6.374946401160657,2.307905345318263,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
181,Ahouassa,2ème Arrondissement,COTONOU,6.382285778103435,2.459330154676711,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
182,Zinvié-Zounmè,Zinvié,ABOMEY-CALAVI,6.622385699198738,2.347935999444408,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
183,Midombo,3ème Arrondissement,COTONOU,6.377283366925354,2.444560366968681,0,1,2,0.0,0.6,1.7,3,0.632,0.375,0.63,0.486
184,"Adjamè
",Golo-Djigbé,ABOMEY-CALAVI,6.562397752699697,2.297066350691609,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
185,Ladji,6ème Arrondissement,COTONOU,6.391350335619639,2.42814583008818,2,1,3,1.7,0.6,2.55,6,0.865,0.182,0.486,0.297
186,Sènadé-Sèkon,2ème Arrondissement,COTONOU,6.375688860240378,2.4595500462822,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
187,Avagbé,Kpanroun,ABOMEY-CALAVI,6.668193210172154,2.375769637656162,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
188,"Assrossa
",Godomey,ABOMEY-CALAVI,6.409461848061406,2.326907267014247,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
189,Vossa,6ème Arrondissement,COTONOU,6.392752927176992,2.409550474170466,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
190,Yêkon-Aga,Golo-Djigbé,ABOMEY-CALAVI,6.558756425363121,2.312139157795279,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
191,Agassa-Godomey,Akassato,ABOMEY-CALAVI,6.545052684455164,2.364810813185319,0,2,0,0.0,1.7,0.0,2,0.487,0.63,0.0,0.0
192,"Dessato
",Ouèdo,ABOMEY-CALAVI,6.466030642035745,2.26706983065117,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
193,Gbénonkpô,3ème Arrondissement,COTONOU,6.371911800796783,2.442458753685009,0,2,0,0.0,1.7,0.0,2,0.487,0.63,0.0,0.0
194,Adjégounlè,3ème Arrondissement,COTONOU,6.374870865149802,2.444523992731232,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
195,Salamey,Godomey,ABOMEY-CALAVI,6.391982107294479,2.34243301565304,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
196,Aïdjèdo-Vignon,6ème Arrondissement,COTONOU,6.377381017474325,2.428167398149961,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
197,Sègbèya-Sud,3ème Arrondissement,COTONOU,6.382394066181925,2.444604297164236,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
198,Dota,5ème Arrondissement,COTONOU,6.359771307551789,2.429022229467125,0,3,0,0.0,2.55,0.0,3,0.632,0.718,0.0,0.0
199,"Fandji
",Godomey,ABOMEY-CALAVI,6.387333512261288,2.296214491987767,0,2,0,0.0,1.45,0.0,2,0.487,0.592,0.0,0.0
200,Sègbèya-Nord,3ème Arrondissement,COTONOU,6.388634111398964,2.444684472244962,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
201,Tankpè-Tanmè,Togba,ABOMEY-CALAVI,6.427859223654188,2.326013037459919,0,2,0,0.0,1.45,0.0,2,0.487,0.592,0.0,0.0
202,Abokicodji-Centre,4ème Arrondissement,COTONOU,6.366356059358998,2.446816511855193,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
203,Cadjèhoun-Agonga,12ème Arrondissement,COTONOU,6.358596835367859,2.395776219963597,0,1,0,0.0,0.6,0.0,1,0.283,0.375,0.0,0.0
204,Adjagbo,Akassato,ABOMEY-CALAVI,6.527113315836218,2.352959410789209,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
205,Jéricho-Sud,6ème Arrondissement,COTONOU,6.371470146237361,2.429471578829409,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
206,Sèdjro-Saint-Michel,7ème Arrondissement,COTONOU,6.367090990215393,2.429931355546123,7,2,6,4.2,1.7,3.6,15,0.993,0.246,0.409,0.317
207,Gbèdagba,8ème Arrondissement,COTONOU,6.382152864921848,2.413428460168907,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
208,Tchanhounkpamè,1er Arrondissement,COTONOU,6.379551784385184,2.480469122310768,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
209,Houinmè,Hêvié,ABOMEY-CALAVI,6.417918894556844,2.227346147712827,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
210,Aïbatin-Kpota,13ème Arrondissement,COTONOU,6.363429427286174,2.381251611489945,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
211,Sogan,Hêvié,ABOMEY-CALAVI,6.399896323011996,2.269108453387185,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
212,Gbédokpo,5ème Arrondissement,COTONOU,6.363856443776802,2.430030816406597,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
213,"Fandji
",Abomey-Calavi,ABOMEY-CALAVI,6.465892633120393,2.347420083704914,0,2,0,0.0,1.45,0.0,2,0.487,0.592,0.0,0.0
214,Wawata-Todja,Zinvié,ABOMEY-CALAVI,6.631161948504397,2.311566824027805,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
215,Dagbédji-Sikê,7ème Arrondissement,COTONOU,6.369584322516841,2.412135764380956,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
216,Sèmè,Abomey-Calavi,ABOMEY-CALAVI,6.458022608002667,2.345315101812016,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
217,Houéhoun,8ème Arrondissement,COTONOU,6.379432458452477,2.41007050739592,0,1,0,0.0,0.6,0.0,1,0.283,0.375,0.0,0.0
218,Gbégamey-Mifongou,11ème Arrondissement,COTONOU,6.360589389576242,2.409731318075889,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
219,Finagnon,1er Arrondissement,COTONOU,6.364569924521674,2.47708492485899,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
220,Nvènamèdé,1er Arrondissement,COTONOU,6.370328175133891,2.464195646538764,0,1,0,0.0,0.6,0.0,1,0.283,0.375,0.0,0.0
221,Tokan,Togba,ABOMEY-CALAVI,6.451316631502892,2.312681238012783,4,0,1,3.4,0.0,0.85,5,0.811,0.0,0.162,0.0
222,Houéyihô-Tannou,11ème Arrondissement,COTONOU,6.373474566932848,2.391825281707699,0,1,0,0.0,0.6,0.0,1,0.283,0.375,0.0,0.0
223,Agonsoudja,Akassato,ABOMEY-CALAVI,6.565948230766653,2.348987052450865,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
224,Dokomè,Zinvié,ABOMEY-CALAVI,6.57501197577681,2.362903889533517,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
225,Dossounou,Hêvié,ABOMEY-CALAVI,6.464408858563502,2.229614412516787,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
226,Glo-Tokpa,Akassato,ABOMEY-CALAVI,6.526431104267679,2.363493302302318,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
227,Gbégamey-Centre,11ème Arrondissement,COTONOU,6.363257953048819,2.411955872520405,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
228,Houèkè-Gbo,Akassato,ABOMEY-CALAVI,6.492244749147511,2.364886077460708,0,1,0,0.0,0.6,0.0,1,0.283,0.375,0.0,0.0
229,Aïbatin-Dodo,12ème Arrondissement,COTONOU,6.361852887532153,2.383413402424734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
230,Logbozounkpa,Godomey,ABOMEY-CALAVI,6.382395463041538,2.311582854070552,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
231,Haie-Vive-Cocotiers,12ème Arrondissement,COTONOU,6.354921678177107,2.398009031378049,1,0,1,0.6,0.0,0.6,2,0.487,0.0,0.273,0.0
232,Yénawa,2ème Arrondissement,COTONOU,6.389334890159102,2.465914904662656,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
233,Azonsa,Golo-Djigbé,ABOMEY-CALAVI,6.546532273396123,2.330071682554142,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
234,Ahouansori-Towéta-Kpota,6ème Arrondissement,COTONOU,6.389330948663305,2.431539231644202,0,3,0,0.0,2.55,0.0,3,0.632,0.718,0.0,0.0
235,Houéyihô,11ème Arrondissement,COTONOU,6.368311456026358,2.394262886647069,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
236,"Tchinangbégbo
",Abomey-Calavi,ABOMEY-CALAVI,6.435227679926117,2.33748612782928,0,2,0,0.0,1.45,0.0,2,0.487,0.592,0.0,0.0
237,Adjogansa,Zinvié,ABOMEY-CALAVI,6.578526935354573,2.328928146632109,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
238,"Dèkoungbé
",Godomey,ABOMEY-CALAVI,6.377794753945093,2.329580233192163,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
239,Yénawa-Fifadji,10ème Arrondissement,COTONOU,6.388490106662927,2.396318770901341,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
240,Missité,5ème Arrondissement,COTONOU,6.361833955405409,2.431660515703713,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
241,Togbin-Kpèvi,Godomey,ABOMEY-CALAVI,6.358267537341501,2.31387143190611,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
242,"Plateau
",Godomey,ABOMEY-CALAVI,6.384958316897507,2.346964272713087,0,1,1,0.0,0.6,0.85,2,0.487,0.375,0.459,0.415
243,Kpossidja,Ouèdo,ABOMEY-CALAVI,6.484229858128032,2.266889234981924,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
244,Avlékété-Joncquet,5ème Arrondissement,COTONOU,6.359291516071079,2.431525249936954,1,0,2,0.6,0.0,1.2,3,0.632,0.0,0.429,0.0
245,Gbèdjèwin,4ème Arrondissement,COTONOU,6.369916675369505,2.446855480385761,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
246,"La-Paix
",Godomey,ABOMEY-CALAVI,6.389041158800313,2.312787897859657,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
247,Aïfa-Calavi,Abomey-Calavi,ABOMEY-CALAVI,6.469970429017047,2.328511410698429,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
248,"Nonhouénou
",Godomey,ABOMEY-CALAVI,6.394570457391367,2.345129388631311,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
249,"Hounsa-Agbodokpa
",Godomey,ABOMEY-CALAVI,6.402108656476065,2.328717883866807,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
250,Zogbohouè,9ème Arrondissement,COTONOU,6.390657530184552,2.381211463130722,2,1,0,1.7,0.85,0.0,3,0.632,0.239,0.0,0.0
251,Djidjè-Aïchédji,6ème Arrondissement,COTONOU,6.385493354470204,2.432327024389909,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
252,Gbénonkpô,10ème Arrondissement,COTONOU,6.382847037296844,2.397775064392104,0,2,0,0.0,1.7,0.0,2,0.487,0.63,0.0,0.0
253,Golo-Fanto,Golo-Djigbé,ABOMEY-CALAVI,6.575138471982184,2.316319767537738,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
254,Yolomahouto,Godomey,ABOMEY-CALAVI,6.390356647794413,2.346424148396105,0,1,0,0.0,0.85,0.0,1,0.283,0.459,0.0,0.0
255,Énagnon-Sikê,7ème Arrondissement,COTONOU,6.370902842008034,2.41672172023827,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
256,Agori,Abomey-Calavi,ABOMEY-CALAVI,6.445881337612267,2.354151802371591,0,1,2,0.0,0.6,1.7,3,0.632,0.375,0.63,0.486
257,Guinkômey,5ème Arrondissement,COTONOU,6.356530124670067,2.43587997480736,0,1,1,0.0,0.6,0.85,2,0.487,0.375,0.459,0.415
258,Akôgbato,12ème Arrondissement,COTONOU,6.358345749428059,2.347182671292094,0,0,1,0.0,0.0,0.85,1,0.283,0.0,0.459,0.0
259,Ayélawadjè-Agongbomè,3ème Arrondissement,COTONOU,6.382406593713229,2.449616569294463,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
260,Ohé,4ème Arrondissement,COTONOU,6.363355647984823,2.446385294355958,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
261,Lohoussa,Golo-Djigbé,ABOMEY-CALAVI,6.567022391310692,2.331974718588628,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
262,Yèvié-Nougo,Zinvié,ABOMEY-CALAVI,6.608679149132333,2.364813213041965,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
263,Djidjè,6ème Arrondissement,COTONOU,6.380253588059678,2.431891957253669,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
264,Kouhounou,10ème Arrondissement,COTONOU,6.383530792847346,2.378633663780833,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
265,Suru-Léré,1er Arrondissement,COTONOU,6.37964568698232,2.463448492283092,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
266,Fifatin,3ème Arrondissement,COTONOU,6.371891327869804,2.45162545178393,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
267,Zopah-Kokpo,Abomey-Calavi,ABOMEY-CALAVI,6.481314514426527,2.357438215918593,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
268,"Gninkindji
",Godomey,ABOMEY-CALAVI,6.375649237311886,2.314626207942807,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
269,Agbodjèdo,3ème Arrondissement,COTONOU,6.392952722609263,2.447000133592554,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
270,Kpodji-Les-Monts,Akassato,ABOMEY-CALAVI,6.562163550445428,2.361351013448613,0,0,1,0.0,0.0,0.6,1,0.283,0.0,0.375,0.0
271,Agla-Les-Pylônes,13ème Arrondissement,COTONOU,6.383055532076955,2.367740697975946,1,0,2,0.6,0.0,1.2,3,0.632,0.0,0.429,0.0
272,Alladacomè,Golo-Djigbé,ABOMEY-CALAVI,6.594109258611617,2.316385226789951,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
273,Saint-Jean-Gbèdiga,11ème Arrondissement,COTONOU,6.366970430716536,2.415044353541303,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
274,Zogbadjè,Abomey-Calavi,ABOMEY-CALAVI,6.423262040776687,2.338044614421109,8,1,2,6.8,0.6,1.7,11,0.974,0.071,0.179,0.113
275,Tonato,8ème Arrondissement,COTONOU,6.377940684098785,2.398977143108593,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
276,Agla-Agongbomey,13ème Arrondissement,COTONOU,6.373973678226093,2.363429270767735,2,0,0,1.2,0.0,0.0,2,0.487,0.0,0.0,0.0
277,Agla-Finafa,13ème Arrondissement,COTONOU,6.371343520477224,2.368289448846165,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
278,Hindé-Nord,6ème Arrondissement,COTONOU,6.377379963269495,2.43186304116784,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
279,Cocotomey,Godomey,ABOMEY-CALAVI,6.385835011059971,2.300386176203758,3,0,4,2.55,0.0,3.4,7,0.903,0.0,0.489,0.0
280,"Sèdjannako
",Godomey,ABOMEY-CALAVI,6.390683419830919,2.352118671616734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
281,Gbèdiga-Guêdêhounguè,11ème Arrondissement,COTONOU,6.358260584770719,2.4185030780791,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
282,Dassèkomey,Ouèdo,ABOMEY-CALAVI,6.487313582794665,2.250046085674287,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
283,Sèhogan-Sikê,7ème Arrondissement,COTONOU,6.369301579703415,2.418034616187062,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
284,Hadjanaho,Kpanroun,ABOMEY-CALAVI,6.673653318057782,2.381766767131515,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
285,Énagnon,4ème Arrondissement,COTONOU,6.360612201797002,2.453660894955292,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
286,Drabo,Togba,ABOMEY-CALAVI,6.495076859534596,2.299853153206487,0,0,1,0.0,0.0,0.85,1,0.283,0.0,0.459,0.0
287,Dantôkpa,6ème Arrondissement,COTONOU,6.371018469496023,2.432568212999587,2,0,0,1.7,0.0,0.0,2,0.487,0.0,0.0,0.0
288,Agla-Centre,13ème Arrondissement,COTONOU,6.377357179359895,2.367092625408734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
289,Donaten,1er Arrondissement,COTONOU,6.363426471124093,2.464842367616441,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
290,Adjagbo-Aïdjèdo,Ouèdo,ABOMEY-CALAVI,6.474375830764465,2.284820271937778,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
291,Vodjè-Kpota,12ème Arrondissement,COTONOU,6.369118986939879,2.398567606789882,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
292,Gbèdégbé,13ème Arrondissement,COTONOU,6.365765743773713,2.385528716120703,1,0,0,0.85,0.0,0.0,1,0.283,0.0,0.0,0.0
293,Gbétagbo,Akassato,ABOMEY-CALAVI,6.53704494492878,2.346280095006697,1,1,2,0.85,0.6,1.7,4,0.736,0.245,0.479,0.342
294,Djèkpota,Godomey,ABOMEY-CALAVI,6.36976615675345,2.283491817678333,1,0,0,0.85,0.0,0.0,1,0.283,0.0,0.0,0.0
295,Houinmè-Daho,Hêvié,ABOMEY-CALAVI,6.408391219133342,2.234810481599252,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
296,Bocossi-Tokpa,5ème Arrondissement,COTONOU,6.367862983609162,2.435104782169853,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
297,Zopah-Akassato,Akassato,ABOMEY-CALAVI,6.49141290548024,2.3461242667591,0,2,0,0.0,1.45,0.0,2,0.487,0.592,0.0,0.0
298,Ahossougbéta,Togba,ABOMEY-CALAVI,6.459212335618542,2.318434759154452,0,2,0,0.0,1.45,0.0,2,0.487,0.592,0.0,0.0
299,Alansankomè,Ouèdo,ABOMEY-CALAVI,6.432180143847461,2.268156193538336,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
300,Ayélawadjè,3ème Arrondissement,COTONOU,6.375064401852842,2.449508894833289,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
301,Gbèdjromèdè-Nord,6ème Arrondissement,COTONOU,6.384379684538224,2.416276155970335,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
302,Hlouacomey,Godomey,ABOMEY-CALAVI,6.393210283670465,2.347948807593589,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
303,Ouéga-Agué,Togba,ABOMEY-CALAVI,6.484521446433421,2.30851225496917,1,0,0,1.0,0.0,0.0,1,0.283,0.0,0.0,0.0
304,Kpanroun,Kpanroun,ABOMEY-CALAVI,6.675582143600403,2.36494856158701,2,0,0,1.7,0.0,0.0,2,0.487,0.0,0.0,0.0
305,Hêvié,Hêvié,ABOMEY-CALAVI,6.447090144798646,2.243794160106147,0,0,1,0.0,0.0,0.85,1,0.283,0.0,0.459,0.0
306,Akassato,Akassato,ABOMEY-CALAVI,6.506143317843183,2.364538180771626,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
307,Ouèdo,Ouèdo,ABOMEY-CALAVI,6.4561540112843,2.259939973131943,1,0,1,0.85,0.0,0.85,2,0.487,0.0,0.315,0.0
308,Golo-Djigbé,Golo-Djigbé,ABOMEY-CALAVI,6.559616245688551,2.299820627390529,2,0,0,2.0,0.0,0.0,2,0.487,0.0,0.0,0.0
309,Togba_Maria-Gléta,Togba,Abomey-Calavi,6.4441601919452,2.295115343495001,0,0,8,0.0,0.0,4.8,8,0.931,0.0,0.828,0.0
310,Womey-Yénawa,Godomey,Abomey-Calavi,6.40426358091059,2.28654677038847,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
