name,commune,arr,lat,lng,snap_m,snap_node_n_edges,component_size,near_ways,visited_ways,missed_ways,coverage_pct,kdtree_delta_vis,nearby_roundabouts,nearby_oneway_ways,used_dual_connector,classification
Agonkèssa,ABOMEY-CALAVI,Golo-Djigbé,6.548696,2.315507,8.0,3,90099,15,14,1,93.3,2,0,0,False,GOOD
Missèbô,COTONOU,5ème Arrondissement,6.362961,2.436275,6.4,4,90099,28,22,6,78.6,4,0,0,False,PARTIAL
Agbo Codji Sèdégbé,ABOMEY-CALAVI,Godomey,6.382409,2.320099,4.1,4,90099,85,70,15,82.4,10,0,0,False,PARTIAL
"Amahoun
",ABOMEY-CALAVI,Godomey,6.378162,2.286275,13.2,3,90099,27,23,5,85.2,2,0,0,False,PARTIAL
"Ganganzounmè
",ABOMEY-CALAVI,Godomey,6.370197,2.305203,0.7,3,90099,14,13,1,92.9,0,0,0,False,GOOD
"Gbègnigan-Midokpo
",ABOMEY-CALAVI,Godomey,6.402474,2.31816,10.5,3,90099,40,34,7,85.0,3,0,0,False,PARTIAL
"Tokpa-Zoungo-Sud
",ABOMEY-CALAVI,Abomey-Calavi,6.422988,2.34743,10.7,5,90099,12,12,0,100.0,6,0,4,True,GOOD
"Cité-la-Victoire
",ABOMEY-CALAVI,Abomey-Calavi,6.414225,2.331952,4.6,4,90099,32,23,11,71.9,1,0,2,False,PARTIAL
Ahogbohoué-Cité-Eucharistie,COTONOU,13ème Arrondissement,6.374013,2.385256,49.5,1,90099,23,4,19,17.4,0,0,0,False,BROKEN
Zinvié-Agolèdji,ABOMEY-CALAVI,Zinvié,6.603832,2.337,4.9,3,90099,3,3,0,100.0,0,0,0,False,OSM_DATA_LIMIT
Mènontin,COTONOU,9ème Arrondissement,6.391295,2.369749,2.2,5,90099,49,47,7,95.9,4,0,2,False,PARTIAL
Todoté,COTONOU,7ème Arrondissement,6.363334,2.419312,10.5,5,90099,28,26,3,92.9,-2,0,10,False,PARTIAL
Djissoukpa,ABOMEY-CALAVI,Golo-Djigbé,6.566644,2.288105,8.7,3,90099,10,6,4,60.0,0,0,0,False,PARTIAL
Missité-Sikê,COTONOU,7ème Arrondissement,6.377342,2.417275,9.4,3,90099,17,16,4,94.1,1,0,2,True,PARTIAL
Fiyégnon-Jacquot,COTONOU,12ème Arrondissement,6.352295,2.368443,6.5,4,90099,23,24,1,104.3,0,0,0,False,GOOD
Fifadji,COTONOU,9ème Arrondissement,6.393442,2.400364,1.7,4,90099,35,33,3,94.3,1,0,0,False,PARTIAL
Vodjè-Finagnon,COTONOU,11ème Arrondissement,6.372012,2.400699,10.9,5,90099,27,24,6,88.9,16,0,4,True,PARTIAL
Lom-Nava,COTONOU,2ème Arrondissement,6.377122,2.453587,1.4,5,90099,34,29,6,85.3,-3,0,8,False,PARTIAL
Espace-Saint,ABOMEY-CALAVI,Golo-Djigbé,6.564085,2.304495,10.8,2,90099,4,4,1,100.0,2,0,0,False,GOOD
"Maria-Gléta
",ABOMEY-CALAVI,Godomey,6.422174,2.30741,11.8,3,90099,34,28,11,82.4,12,0,0,False,PARTIAL
Védokô,COTONOU,10ème Arrondissement,6.379254,2.385935,29.4,2,90099,45,20,27,44.4,0,0,0,False,PARTIAL
Kpondéhou-Tchèmè,COTONOU,2ème Arrondissement,6.382342,2.453445,9.5,4,90099,27,21,7,77.8,-5,0,2,False,PARTIAL
"Alédjo
",ABOMEY-CALAVI,Abomey-Calavi,6.443044,2.334257,6.8,4,90099,33,33,5,100.0,0,0,1,False,PARTIAL
Ahowégodo,ABOMEY-CALAVI,Kpanroun,6.701198,2.352761,174.4,2,90099,1,1,0,100.0,0,0,0,False,OFF_ROAD
Agounvocôdji,COTONOU,10ème Arrondissement,6.387898,2.385571,4.7,4,90099,43,36,8,83.7,6,0,0,False,PARTIAL
Somè,ABOMEY-CALAVI,Togba,6.453545,2.298973,17.0,4,90099,34,29,6,85.3,3,0,0,False,PARTIAL
"Agonkanmey
",ABOMEY-CALAVI,Godomey,6.409046,2.337729,9.8,5,90099,45,39,9,86.7,-1,0,2,False,PARTIAL
"Dèkoungbé-Église
",ABOMEY-CALAVI,Godomey,6.371782,2.318474,2.7,4,90099,23,20,4,87.0,0,0,0,False,PARTIAL
"Finafa
",ABOMEY-CALAVI,Godomey,6.393346,2.353577,8.8,4,90099,40,34,6,85.0,2,0,0,False,PARTIAL
Minontchou,COTONOU,2ème Arrondissement,6.392861,2.450246,6.1,3,90099,32,32,1,100.0,2,0,0,False,GOOD
Zèkanmey-Domè,ABOMEY-CALAVI,Akassato,6.531632,2.341055,4.9,4,90099,29,24,5,82.8,7,0,0,False,PARTIAL
Tokpa-Hoho,COTONOU,5ème Arrondissement,6.358974,2.439452,9.5,5,90099,45,41,15,91.1,32,0,6,True,PARTIAL
Sèdami,COTONOU,7ème Arrondissement,6.370194,2.424121,5.2,4,90099,30,24,7,80.0,-3,0,2,True,PARTIAL
Gbèdjromèdè,COTONOU,6ème Arrondissement,6.379553,2.42003,2.4,7,90099,30,28,3,93.3,-2,1,11,False,PARTIAL
Cococodji,ABOMEY-CALAVI,Godomey,6.388041,2.272137,13.4,4,90099,45,36,11,80.0,5,0,6,False,PARTIAL
Sodjatinmè-Ouest,COTONOU,4ème Arrondissement,6.368479,2.44951,11.5,4,90099,20,24,5,120.0,5,0,0,False,PARTIAL
Agla-Figaro,COTONOU,13ème Arrondissement,6.378384,2.353244,2.8,5,90099,39,32,7,82.1,2,0,1,False,PARTIAL
"Tokpa
",ABOMEY-CALAVI,Godomey,6.388912,2.306642,12.3,6,90099,58,48,11,82.8,1,0,4,False,PARTIAL
Yèkon-Do,ABOMEY-CALAVI,Golo-Djigbé,6.562677,2.316385,2.2,3,90099,18,19,2,105.6,6,0,0,False,PARTIAL
Houèkè-Honou,ABOMEY-CALAVI,Akassato,6.499733,2.354828,0.5,4,90099,22,16,6,72.7,0,0,0,False,PARTIAL
Fignon-Sikê,COTONOU,7ème Arrondissement,6.374118,2.4198,1.3,6,90099,19,21,1,110.5,1,0,0,False,GOOD
Vodjè-Centre,COTONOU,11ème Arrondissement,6.368644,2.403151,1.2,6,90099,28,30,0,107.1,7,0,6,True,GOOD
Xwlacôdji-Kpodji,COTONOU,5ème Arrondissement,6.353551,2.437618,6.5,4,90099,39,34,9,87.2,3,0,4,True,PARTIAL
Gbodjètin,COTONOU,12ème Arrondissement,6.374758,2.350493,19.9,6,90099,40,22,18,55.0,-1,0,2,False,PARTIAL
Houénoussou-Sainte-Rita,COTONOU,8ème Arrondissement,6.378984,2.403643,1.1,4,90099,26,22,5,84.6,0,0,0,False,PARTIAL
Missèkplé,COTONOU,10ème Arrondissement,6.386201,2.404705,4.0,4,90099,22,21,4,95.5,2,0,0,True,PARTIAL
Sètôvi,COTONOU,10ème Arrondissement,6.381389,2.388391,2.2,4,90099,30,26,5,86.7,1,0,0,False,PARTIAL
Kpondéhou,COTONOU,2ème Arrondissement,6.385806,2.4535,8.7,4,90099,20,19,1,95.0,0,0,0,False,GOOD
Sokan,ABOMEY-CALAVI,Zinvié,6.602299,2.35171,9.5,5,90099,15,17,2,113.3,5,0,0,False,PARTIAL
"Aïtchédji
",ABOMEY-CALAVI,Abomey-Calavi,6.453064,2.337776,4.2,5,90099,36,33,7,91.7,6,0,2,False,PARTIAL
Cadjèhoun-Détinsa,COTONOU,12ème Arrondissement,6.367157,2.404373,4.4,5,90099,31,36,1,116.1,3,0,9,True,GOOD
Ahouansouri-Agué,COTONOU,6ème Arrondissement,6.388161,2.421157,10.2,2,90099,27,16,12,59.3,-3,0,9,False,PARTIAL
"Gbodjè-Womey
",ABOMEY-CALAVI,Godomey,6.386949,2.284048,10.0,3,90099,53,32,22,60.4,8,0,4,False,PARTIAL
Houèto,ABOMEY-CALAVI,Togba,6.440538,2.303695,11.3,5,90099,42,37,5,88.1,3,0,0,False,PARTIAL
"Finafa
",ABOMEY-CALAVI,Abomey-Calavi,6.44162,2.347095,4.6,3,90099,41,30,12,73.2,1,0,1,False,PARTIAL
Vossa-Kpodji,COTONOU,9ème Arrondissement,6.395427,2.405403,5.2,2,90099,12,9,3,75.0,0,0,0,False,PARTIAL
Alègléta,ABOMEY-CALAVI,Godomey,6.417671,2.319668,6.0,4,90099,58,46,13,79.3,2,0,0,False,PARTIAL
Yèmicodji,COTONOU,12ème Arrondissement,6.360712,2.333323,11.8,4,90099,36,37,2,102.8,5,0,0,False,PARTIAL
Dangbodji,ABOMEY-CALAVI,Zinvié,6.617268,2.319582,2.0,4,90099,4,4,0,100.0,0,0,0,False,GOOD
Vodjè-Ayidoté,COTONOU,11ème Arrondissement,6.37393,2.403177,7.0,4,90099,32,26,9,81.2,4,0,2,False,PARTIAL
Godomey-Togoudo,ABOMEY-CALAVI,Godomey,6.401429,2.341327,4.6,3,90099,31,25,6,80.6,3,0,4,True,PARTIAL
Yèvié,ABOMEY-CALAVI,Zinvié,6.597264,2.374925,11.1,2,90099,10,9,3,90.0,2,0,0,False,PARTIAL
Wawata,ABOMEY-CALAVI,Zinvié,6.62534,2.322947,5.3,3,90099,14,11,4,78.6,1,0,0,False,PARTIAL
Agonmé,ABOMEY-CALAVI,Akassato,6.550911,2.338356,1.6,3,90099,19,19,1,100.0,4,0,0,False,GOOD
Kolètin,ABOMEY-CALAVI,Akassato,6.570911,2.353408,14.0,4,90099,14,13,1,92.9,1,0,0,False,GOOD
Togbin-Daho,ABOMEY-CALAVI,Godomey,6.354858,2.307201,6.5,3,90099,11,9,2,81.8,-2,0,0,False,PARTIAL
Kpotomey,ABOMEY-CALAVI,Zinvié,6.629979,2.35663,13.5,4,90099,14,12,2,85.7,0,0,0,False,PARTIAL
"Tokpa-Zoungo-Nord
",ABOMEY-CALAVI,Abomey-Calavi,6.433522,2.351276,8.1,4,90099,24,26,3,108.3,25,0,4,False,PARTIAL
Sodjatinmè-Centre,COTONOU,4ème Arrondissement,6.368392,2.454466,5.1,4,90099,36,35,7,97.2,20,0,2,False,PARTIAL
Avotrou-Gbègo,COTONOU,1er Arrondissement,6.376988,2.468062,11.9,4,90099,32,22,13,68.8,-10,0,4,False,PARTIAL
Kpaviédja,ABOMEY-CALAVI,Kpanroun,6.671214,2.339958,5.3,4,90099,3,3,0,100.0,0,0,0,False,OSM_DATA_LIMIT
Gankpodo,COTONOU,2ème Arrondissement,6.39184,2.453549,16.7,4,90099,30,28,2,93.3,0,0,0,False,PARTIAL
Zinvié-Fandji,ABOMEY-CALAVI,Zinvié,6.613796,2.356809,8.9,3,90099,35,28,8,80.0,3,0,0,False,PARTIAL
"Fignonhou
",ABOMEY-CALAVI,Godomey,6.376257,2.337084,15.1,4,90099,51,32,21,62.7,0,0,0,False,PARTIAL
Gbodjè,ABOMEY-CALAVI,Zinvié,6.594872,2.386427,,0,0,1,0,1,0.0,0,0,0,False,OFF_ROAD
Adovié,ABOMEY-CALAVI,Hêvié,6.424668,2.259279,6.5,5,90099,37,33,5,89.2,4,0,2,False,PARTIAL
Gbènan,COTONOU,7ème Arrondissement,6.36638,2.423211,5.3,4,90099,19,18,3,94.7,0,0,2,False,PARTIAL
Gbèdomidji,COTONOU,7ème Arrondissement,6.363787,2.422413,2.2,4,90099,25,19,6,76.0,0,0,2,False,PARTIAL
Domey-Gbo,ABOMEY-CALAVI,Golo-Djigbé,6.537864,2.324585,10.2,4,90099,17,15,2,88.2,1,0,0,False,PARTIAL
Adjaha-Cité,COTONOU,13ème Arrondissement,6.36102,2.374064,8.7,2,90099,46,44,9,95.7,3,0,7,False,PARTIAL
Fidjrossè-Kpota,COTONOU,12ème Arrondissement,6.35811,2.3604,12.6,3,90099,39,28,11,71.8,1,0,0,False,PARTIAL
Cadjèhoun-Aupiais,COTONOU,12ème Arrondissement,6.356654,2.404294,6.1,4,90099,21,15,6,71.4,0,0,2,False,PARTIAL
"Aïmèvo
",ABOMEY-CALAVI,Godomey,6.389165,2.342289,12.5,3,90099,35,26,9,74.3,5,0,0,False,PARTIAL
Aïdjèdo,COTONOU,6ème Arrondissement,6.379548,2.424858,7.5,4,90099,19,19,1,100.0,0,0,0,False,GOOD
Missité,COTONOU,13ème Arrondissement,6.366179,2.388789,6.4,4,90099,38,27,11,71.1,5,0,0,False,PARTIAL
Avotrou-Aïmonlonfidé,COTONOU,1er Arrondissement,6.382264,2.472211,2.4,4,90099,34,33,7,97.1,6,0,0,False,PARTIAL
Cadjèhoun-Gare,COTONOU,12ème Arrondissement,6.361853,2.40415,7.5,4,90099,16,15,2,93.8,0,0,0,False,PARTIAL
Adôgléta,COTONOU,3ème Arrondissement,6.385718,2.440328,11.0,4,90099,37,34,6,91.9,-1,0,2,False,PARTIAL
Ahouansouri-Agata,COTONOU,6ème Arrondissement,6.382916,2.424336,7.0,5,90099,34,38,3,111.8,5,1,8,True,PARTIAL
Kansounkpa,ABOMEY-CALAVI,Abomey-Calavi,6.507109,2.315061,6.2,3,90099,32,32,4,100.0,6,0,0,False,PARTIAL
Agla-Akplomey,COTONOU,13ème Arrondissement,6.384276,2.35645,4.1,4,90099,34,34,2,100.0,2,0,0,False,PARTIAL
Irédé,COTONOU,2ème Arrondissement,6.372437,2.457055,6.9,8,90099,22,23,1,104.5,2,0,2,False,GOOD
"Womey-Centre
",ABOMEY-CALAVI,Godomey,6.405839,2.305494,20.6,3,90099,59,62,6,105.1,20,0,0,False,PARTIAL
Dédokpo,COTONOU,4ème Arrondissement,6.367694,2.442308,17.8,4,90099,23,20,5,87.0,1,0,0,False,PARTIAL
"Sodo
",ABOMEY-CALAVI,Godomey,6.403401,2.294956,7.3,4,90099,48,40,10,83.3,1,0,8,False,PARTIAL
Kpankpan,COTONOU,3ème Arrondissement,6.377175,2.439282,5.2,4,90099,36,30,8,83.3,-2,0,2,False,PARTIAL
Tanto,COTONOU,1er Arrondissement,6.367756,2.472004,7.4,5,90099,28,16,12,57.1,-1,0,2,False,PARTIAL
Vodjè-Allobatin,COTONOU,11ème Arrondissement,6.369169,2.406858,9.8,5,90099,13,24,0,184.6,8,0,2,True,GOOD
Ahouanlèko,COTONOU,12ème Arrondissement,6.353326,2.407532,7.8,2,90099,47,27,22,57.4,1,1,5,False,PARTIAL
Zèkanmey,ABOMEY-CALAVI,Golo-Djigbé,6.55181,2.304305,3.3,4,90099,11,9,2,81.8,0,0,0,False,PARTIAL
Sènadé,COTONOU,2ème Arrondissement,6.379689,2.457251,2.9,4,90099,34,29,8,85.3,-4,0,0,False,PARTIAL
Agontinkon,COTONOU,8ème Arrondissement,6.377384,2.407534,4.9,4,90099,14,18,0,128.6,1,0,2,False,GOOD
Yénawa-Daho,COTONOU,2ème Arrondissement,6.388404,2.472149,15.6,4,90099,31,23,8,74.2,0,0,0,False,PARTIAL
Avotrou-Houézèkomè,COTONOU,1er Arrondissement,6.376949,2.475943,11.0,6,90099,35,27,9,77.1,-2,0,2,False,PARTIAL
Ahogbohoué-Cité-De-l'Expérience,COTONOU,13ème Arrondissement,6.378693,2.373729,25.5,2,90099,34,12,22,35.3,-1,0,2,False,BROKEN
Atrokpo-Codji,ABOMEY-CALAVI,Godomey,6.388,2.321814,11.4,7,90099,62,49,14,79.0,2,0,4,True,PARTIAL
Gbodjoko,ABOMEY-CALAVI,Zinvié,6.58516,2.32281,12.6,3,90099,12,10,2,83.3,-1,0,0,False,PARTIAL
Aïdjèdo-Ahito,COTONOU,6ème Arrondissement,6.377219,2.4219,3.5,5,90099,29,28,4,96.6,0,0,2,False,PARTIAL
Ahouato,ABOMEY-CALAVI,Ouèdo,6.420382,2.274508,17.8,3,90099,24,22,2,91.7,6,0,0,False,PARTIAL
Xwlacôdji-Plage,COTONOU,5ème Arrondissement,6.352469,2.440702,6.9,3,90099,20,15,5,75.0,4,0,0,False,PARTIAL
Gbégamey-Dodo-Ayidjè,COTONOU,11ème Arrondissement,6.367586,2.409717,4.8,4,90099,12,15,0,125.0,1,0,0,False,GOOD
Hlacômey,COTONOU,3ème Arrondissement,6.388684,2.440824,5.2,4,90099,36,42,2,116.7,11,0,4,False,PARTIAL
Anagbo,ABOMEY-CALAVI,Kpanroun,6.687158,2.338777,2.6,4,90099,4,4,0,100.0,0,0,0,False,GOOD
Zongo-Nima,COTONOU,5ème Arrondissement,6.356251,2.427883,10.6,5,90099,29,25,10,86.2,1,0,8,False,PARTIAL
Misséssinto,ABOMEY-CALAVI,Akassato,6.515327,2.363089,4.3,4,90099,39,30,12,76.9,7,0,2,True,PARTIAL
"Cité-les-Palmiers
",ABOMEY-CALAVI,Abomey-Calavi,6.479119,2.337516,16.5,3,90099,36,33,4,91.7,1,0,0,False,PARTIAL
Agbatô,COTONOU,3ème Arrondissement,6.393527,2.441546,90.0,3,90099,20,2,18,10.0,0,0,0,False,BROKEN
Kpé,ABOMEY-CALAVI,Kpanroun,6.653408,2.356156,3.7,3,90099,4,3,1,75.0,0,0,0,False,PARTIAL
Zongo-Ehuzu,COTONOU,5ème Arrondissement,6.352604,2.424037,3.3,5,90099,20,20,3,100.0,0,1,5,False,PARTIAL
Ahouansori-Towéta,COTONOU,6ème Arrondissement,6.387585,2.427553,83.1,2,90099,29,10,19,34.5,2,0,2,False,BROKEN
Agongbé,ABOMEY-CALAVI,Golo-Djigbé,6.531936,2.308476,67.5,2,90099,25,15,12,60.0,7,0,0,False,PARTIAL
Tokplégbé,COTONOU,1er Arrondissement,6.36473,2.489578,2.9,5,90099,22,23,1,104.5,-1,0,4,False,GOOD
"Hounzévié
",ABOMEY-CALAVI,Hêvié,6.423287,2.237042,10.4,3,90099,28,15,13,53.6,1,0,0,False,PARTIAL
Fidjrossè-Centre,COTONOU,12ème Arrondissement,6.357693,2.370617,9.7,3,90099,40,35,8,87.5,3,0,0,False,PARTIAL
Sodjatinmè-Est,COTONOU,4ème Arrondissement,6.370001,2.459957,2.7,3,90099,25,21,6,84.0,2,0,2,False,PARTIAL
Adjagbo,ABOMEY-CALAVI,Ouèdo,6.479041,2.279968,11.9,2,90099,15,21,2,140.0,7,0,0,False,PARTIAL
Gbégamey-Ahito,COTONOU,11ème Arrondissement,6.364892,2.408136,5.8,5,90099,33,26,9,78.8,1,0,3,True,PARTIAL
Dandji,COTONOU,1er Arrondissement,6.36827,2.478233,6.4,6,90099,32,30,5,93.8,4,1,5,False,PARTIAL
Godomey-N'Gbèho,ABOMEY-CALAVI,Godomey,6.372827,2.340682,4.0,4,90099,55,49,9,89.1,1,0,0,False,PARTIAL
"Zoundja
",ABOMEY-CALAVI,Abomey-Calavi,6.49741,2.336395,11.0,7,90099,26,18,8,69.2,8,0,5,True,PARTIAL
Abokicodji-Lagune,COTONOU,4ème Arrondissement,6.364563,2.442343,27.9,6,90099,23,24,1,104.3,3,0,0,False,GOOD
Mèdédjro,COTONOU,8ème Arrondissement,6.384965,2.410204,12.7,4,90099,19,16,4,84.2,1,0,0,False,PARTIAL
Zogbo,COTONOU,9ème Arrondissement,6.392713,2.390599,2.2,3,90099,35,22,14,62.9,0,0,0,False,PARTIAL
Mifongou,COTONOU,5ème Arrondissement,6.363625,2.425367,14.1,5,90099,29,29,3,100.0,2,0,8,False,PARTIAL
Gbégamey-Gbagoudo,COTONOU,11ème Arrondissement,6.371445,2.409802,13.6,11,90099,39,44,5,112.8,12,1,12,True,PARTIAL
Agla-Petit-Château,COTONOU,13ème Arrondissement,6.381824,2.372759,6.7,3,90099,52,47,6,90.4,19,0,3,True,PARTIAL
Midédji,COTONOU,10ème Arrondissement,6.386138,2.392249,2.3,4,90099,40,29,14,72.5,3,0,0,False,PARTIAL
Houénoussou,COTONOU,13ème Arrondissement,6.366685,2.391291,5.3,6,90099,36,28,9,77.8,2,0,3,False,PARTIAL
"Aïdégnon
",ABOMEY-CALAVI,Togba,6.450654,2.326256,25.7,3,90099,45,32,16,71.1,7,0,0,False,PARTIAL
"Zounga
",ABOMEY-CALAVI,Godomey,6.380857,2.292517,11.5,4,90099,45,41,4,91.1,0,0,0,False,PARTIAL
"Abikouholi
",ABOMEY-CALAVI,Godomey,6.373425,2.324371,9.0,3,90099,39,32,7,82.1,0,0,0,False,PARTIAL
Togbin-Fandji,ABOMEY-CALAVI,Godomey,6.354732,2.330312,4.6,4,90099,24,20,4,83.3,0,0,0,False,PARTIAL
Gbéto,COTONOU,5ème Arrondissement,6.360141,2.425343,6.7,4,90099,24,21,5,87.5,4,0,2,True,PARTIAL
Sèdomey,ABOMEY-CALAVI,Godomey,6.404703,2.341502,9.1,4,90099,41,28,16,68.3,2,0,13,True,PARTIAL
Bozoun,ABOMEY-CALAVI,Kpanroun,6.684059,2.392703,12.9,2,90099,4,3,1,75.0,0,0,0,False,PARTIAL
Agbondjèdo,COTONOU,8ème Arrondissement,6.375052,2.409389,11.5,4,90099,21,20,3,95.2,3,0,0,False,PARTIAL
Fifadji-Houto (Jak),COTONOU,4ème Arrondissement,6.36292,2.459258,10.7,3,90099,31,20,11,64.5,-1,0,2,False,PARTIAL
Missogbé,COTONOU,10ème Arrondissement,6.381107,2.391582,5.4,4,90099,37,35,7,94.6,2,1,9,False,PARTIAL
Agamandin,ABOMEY-CALAVI,Abomey-Calavi,6.459126,2.359418,4.5,4,90099,38,26,12,68.4,0,0,0,False,PARTIAL
Aïdjèdo-Gbègo,COTONOU,6ème Arrondissement,6.382621,2.42775,5.1,4,90099,18,14,6,77.8,0,0,0,False,PARTIAL
Jéricho-Nord,COTONOU,6ème Arrondissement,6.375399,2.425647,12.7,5,90099,24,21,7,87.5,-5,0,5,False,PARTIAL
Misséssin,COTONOU,4ème Arrondissement,6.370645,2.443651,24.5,4,90099,32,31,7,96.9,5,0,2,True,PARTIAL
Gbodjo,ABOMEY-CALAVI,Abomey-Calavi,6.468531,2.360021,10.9,3,90099,27,22,5,81.5,3,0,0,False,PARTIAL
Kindonou,COTONOU,9ème Arrondissement,6.392222,2.364254,6.3,5,90099,35,28,9,80.0,1,0,2,False,PARTIAL
"Yénandjro
",ABOMEY-CALAVI,Godomey,6.410203,2.313503,3.7,4,90099,51,43,8,84.3,4,0,0,False,PARTIAL
"Houégoudo
",ABOMEY-CALAVI,Zinvié,6.630823,2.34209,5.3,3,90099,4,3,1,75.0,0,0,0,False,PARTIAL
"Dénou
",ABOMEY-CALAVI,Godomey,6.380664,2.340791,27.8,6,90099,58,45,20,77.6,8,0,16,True,PARTIAL
Djigbo,ABOMEY-CALAVI,Kpanroun,6.687702,2.374768,11.1,3,90099,3,3,0,100.0,1,0,0,False,OSM_DATA_LIMIT
Djédjé-Layé,COTONOU,2ème Arrondissement,6.388456,2.459343,12.6,5,90099,35,24,14,68.6,2,0,6,True,PARTIAL
"Hêdomè
",ABOMEY-CALAVI,Godomey,6.374946,2.307905,5.9,3,90099,23,22,1,95.7,0,0,0,False,GOOD
Ahouassa,COTONOU,2ème Arrondissement,6.382286,2.45933,10.2,4,90099,34,26,8,76.5,-3,0,5,True,PARTIAL
Zinvié-Zounmè,ABOMEY-CALAVI,Zinvié,6.622386,2.347936,5.2,3,90099,17,15,3,88.2,3,0,0,False,PARTIAL
Midombo,COTONOU,3ème Arrondissement,6.377283,2.44456,5.0,4,90099,28,25,5,89.3,-1,0,2,True,PARTIAL
"Adjamè
",ABOMEY-CALAVI,Golo-Djigbé,6.562398,2.297066,6.7,3,90099,9,8,2,88.9,1,0,0,False,PARTIAL
Ladji,COTONOU,6ème Arrondissement,6.39135,2.428146,0.5,2,90099,15,7,8,46.7,0,0,0,False,PARTIAL
Sènadé-Sèkon,COTONOU,2ème Arrondissement,6.375689,2.45955,4.0,3,90099,35,34,7,97.1,3,0,7,True,PARTIAL
Avagbé,ABOMEY-CALAVI,Kpanroun,6.668193,2.37577,18.0,3,90099,4,4,0,100.0,0,0,0,False,GOOD
"Assrossa
",ABOMEY-CALAVI,Godomey,6.409462,2.326907,9.3,4,90099,39,36,5,92.3,2,0,0,False,PARTIAL
Vossa,COTONOU,6ème Arrondissement,6.392753,2.40955,5.7,3,90099,17,14,3,82.4,0,0,0,False,PARTIAL
Yêkon-Aga,ABOMEY-CALAVI,Golo-Djigbé,6.558756,2.312139,4.8,3,90099,8,7,1,87.5,0,0,0,False,GOOD
Agassa-Godomey,ABOMEY-CALAVI,Akassato,6.545053,2.364811,8.5,4,90099,33,29,7,87.9,6,0,0,False,PARTIAL
"Dessato
",ABOMEY-CALAVI,Ouèdo,6.466031,2.26707,11.1,4,90099,17,15,2,88.2,0,0,0,False,PARTIAL
Gbénonkpô,COTONOU,3ème Arrondissement,6.371912,2.442459,11.2,7,90099,31,32,3,103.2,2,0,4,False,PARTIAL
