name,commune,arr,lat,lng,snap_m,snap_node_n_edges,component_size,near_ways,visited_ways,missed_ways,coverage_pct,kdtree_delta_vis,nearby_roundabouts,nearby_oneway_ways,used_dual_connector,classification
Adjégounlè,COTONOU,3ème Arrondissement,6.374871,2.444524,10.7,3,90099,22,20,2,90.9,0,0,0,False,PARTIAL
Salamey,ABOMEY-CALAVI,Godomey,6.391982,2.342433,11.0,2,90099,45,35,10,77.8,5,0,0,False,PARTIAL
Aïdjèdo-Vignon,COTONOU,6ème Arrondissement,6.377381,2.428167,11.5,6,90099,32,26,11,81.2,-5,0,5,False,PARTIAL
Sègbèya-Sud,COTONOU,3ème Arrondissement,6.382394,2.444604,8.1,4,90099,33,29,5,87.9,-1,0,2,False,PARTIAL
Dota,COTONOU,5ème Arrondissement,6.359771,2.429022,6.2,5,90099,17,16,2,94.1,-2,0,2,False,PARTIAL
"Fandji
",ABOMEY-CALAVI,Godomey,6.387334,2.296214,12.4,5,90099,48,37,11,77.1,13,0,4,True,PARTIAL
Sègbèya-Nord,COTONOU,3ème Arrondissement,6.388634,2.444684,6.7,4,90099,39,35,7,89.7,-3,0,2,False,PARTIAL
Tankpè-Tanmè,ABOMEY-CALAVI,Togba,6.427859,2.326013,24.9,3,90099,69,52,21,75.4,9,0,0,False,PARTIAL
Abokicodji-Centre,COTONOU,4ème Arrondissement,6.366356,2.446817,6.4,7,90099,27,33,2,122.2,7,0,4,False,PARTIAL
Cadjèhoun-Agonga,COTONOU,12ème Arrondissement,6.358597,2.395776,2.6,4,90099,34,26,9,76.5,0,0,1,False,PARTIAL
Adjagbo,ABOMEY-CALAVI,Akassato,6.527113,2.352959,17.6,4,90099,37,22,15,59.5,-2,0,0,False,PARTIAL
Jéricho-Sud,COTONOU,6ème Arrondissement,6.37147,2.429472,3.2,4,90099,32,24,8,75.0,4,0,2,False,PARTIAL
Sèdjro-Saint-Michel,COTONOU,7ème Arrondissement,6.367091,2.429931,2.2,4,90099,33,27,7,81.8,-4,0,9,False,PARTIAL
Gbèdagba,COTONOU,8ème Arrondissement,6.382153,2.413428,7.9,4,90099,26,22,8,84.6,1,0,2,False,PARTIAL
Tchanhounkpamè,COTONOU,1er Arrondissement,6.379552,2.480469,16.5,4,90099,39,36,7,92.3,5,0,2,False,PARTIAL
Houinmè,ABOMEY-CALAVI,Hêvié,6.417919,2.227346,5.8,3,90099,25,26,4,104.0,7,0,0,False,PARTIAL
Aïbatin-Kpota,COTONOU,13ème Arrondissement,6.363429,2.381252,7.1,3,90099,31,15,17,48.4,2,0,0,False,PARTIAL
Sogan,ABOMEY-CALAVI,Hêvié,6.399896,2.269108,10.1,3,90099,32,24,9,75.0,11,0,2,False,PARTIAL
Gbédokpo,COTONOU,5ème Arrondissement,6.363856,2.430031,17.2,3,90099,26,22,6,84.6,-2,0,2,True,PARTIAL
"Fandji
",ABOMEY-CALAVI,Abomey-Calavi,6.465893,2.34742,7.5,4,90099,18,19,1,105.6,2,0,0,False,GOOD
Wawata-Todja,ABOMEY-CALAVI,Zinvié,6.631162,2.311567,4.3,3,90099,11,10,1,90.9,-1,0,0,False,GOOD
Dagbédji-Sikê,COTONOU,7ème Arrondissement,6.369584,2.412136,13.1,4,90099,32,41,3,128.1,23,0,6,True,PARTIAL
Sèmè,ABOMEY-CALAVI,Abomey-Calavi,6.458023,2.345315,4.1,3,90099,46,31,16,67.4,3,0,0,False,PARTIAL
Houéhoun,COTONOU,8ème Arrondissement,6.379432,2.410071,3.4,6,90099,25,28,5,112.0,-1,0,2,False,PARTIAL
Gbégamey-Mifongou,COTONOU,11ème Arrondissement,6.360589,2.409731,3.4,3,90099,26,18,9,69.2,2,0,4,True,PARTIAL
Finagnon,COTONOU,1er Arrondissement,6.36457,2.477085,2.9,3,90099,18,19,0,105.6,0,0,2,False,GOOD
Nvènamèdé,COTONOU,1er Arrondissement,6.370328,2.464196,1.2,3,90099,40,28,13,70.0,-5,0,0,False,PARTIAL
Tokan,ABOMEY-CALAVI,Togba,6.451317,2.312681,75.5,2,90099,40,35,8,87.5,4,0,0,False,PARTIAL
Houéyihô-Tannou,COTONOU,11ème Arrondissement,6.373475,2.391825,1.8,5,90099,57,30,28,52.6,17,0,2,True,PARTIAL
Agonsoudja,ABOMEY-CALAVI,Akassato,6.565948,2.348987,5.7,3,90099,15,12,3,80.0,1,0,0,False,PARTIAL
Dokomè,ABOMEY-CALAVI,Zinvié,6.575012,2.362904,91.5,1,90099,10,3,7,30.0,0,0,0,False,BROKEN
Dossounou,ABOMEY-CALAVI,Hêvié,6.464409,2.229614,9.0,4,90099,13,12,2,92.3,3,0,0,False,PARTIAL
Glo-Tokpa,ABOMEY-CALAVI,Akassato,6.526431,2.363493,1.9,4,90099,14,12,2,85.7,1,0,0,False,PARTIAL
Gbégamey-Centre,COTONOU,11ème Arrondissement,6.363258,2.411956,9.4,4,90099,22,25,1,113.6,3,0,3,True,GOOD
Houèkè-Gbo,ABOMEY-CALAVI,Akassato,6.492245,2.364886,10.6,3,90099,25,22,10,88.0,13,0,0,False,PARTIAL
Aïbatin-Dodo,COTONOU,12ème Arrondissement,6.361853,2.383413,12.1,6,90099,28,29,3,103.6,4,0,0,False,PARTIAL
Logbozounkpa,ABOMEY-CALAVI,Godomey,6.382395,2.311583,6.4,4,90099,69,50,20,72.5,3,0,0,False,PARTIAL
Haie-Vive-Cocotiers,COTONOU,12ème Arrondissement,6.354922,2.398009,1.9,3,90099,71,40,31,56.3,2,0,4,True,PARTIAL
Yénawa,COTONOU,2ème Arrondissement,6.389335,2.465915,6.6,5,90099,42,35,8,83.3,0,0,4,True,PARTIAL
Azonsa,ABOMEY-CALAVI,Golo-Djigbé,6.546532,2.330072,4.6,6,90099,7,8,0,114.3,0,0,0,False,GOOD
Ahouansori-Towéta-Kpota,COTONOU,6ème Arrondissement,6.389331,2.431539,2.4,4,90099,25,23,2,92.0,1,0,2,False,PARTIAL
Houéyihô,COTONOU,11ème Arrondissement,6.368311,2.394263,2.0,4,90099,40,21,21,52.5,2,1,11,True,PARTIAL
"Tchinangbégbo
",ABOMEY-CALAVI,Abomey-Calavi,6.435228,2.337486,14.2,3,90099,40,29,13,72.5,0,0,0,False,PARTIAL
Adjogansa,ABOMEY-CALAVI,Zinvié,6.578527,2.328928,7.9,4,90099,10,7,3,70.0,0,0,0,False,PARTIAL
"Dèkoungbé
",ABOMEY-CALAVI,Godomey,6.377795,2.32958,7.0,4,90099,39,29,10,74.4,2,0,0,False,PARTIAL
Yénawa-Fifadji,COTONOU,10ème Arrondissement,6.38849,2.396319,7.5,4,90099,30,23,8,76.7,0,0,0,False,PARTIAL
Missité,COTONOU,5ème Arrondissement,6.361834,2.431661,5.7,5,90099,26,24,4,92.3,-1,0,4,True,PARTIAL
Togbin-Kpèvi,ABOMEY-CALAVI,Godomey,6.358268,2.313871,9.1,3,90099,16,15,2,93.8,1,0,0,False,PARTIAL
"Plateau
",ABOMEY-CALAVI,Godomey,6.384958,2.346964,13.0,2,90099,49,41,10,83.7,9,0,4,True,PARTIAL
Kpossidja,ABOMEY-CALAVI,Ouèdo,6.48423,2.266889,10.5,4,90099,11,9,2,81.8,1,0,0,False,PARTIAL
Avlékété-Joncquet,COTONOU,5ème Arrondissement,6.359292,2.431525,5.6,4,90099,23,19,4,82.6,0,0,1,False,PARTIAL
Gbèdjèwin,COTONOU,4ème Arrondissement,6.369917,2.446855,5.2,9,90099,33,36,1,109.1,12,1,5,True,GOOD
"La-Paix
",ABOMEY-CALAVI,Godomey,6.389041,2.312788,8.8,7,90099,64,52,17,81.2,7,0,5,True,PARTIAL
Aïfa-Calavi,ABOMEY-CALAVI,Abomey-Calavi,6.46997,2.328511,7.2,4,90099,27,25,3,92.6,2,0,0,False,PARTIAL
"Nonhouénou
",ABOMEY-CALAVI,Godomey,6.39457,2.345129,0.6,8,90099,45,38,10,84.4,5,0,4,True,PARTIAL
"Hounsa-Agbodokpa
",ABOMEY-CALAVI,Godomey,6.402109,2.328718,10.8,4,90099,48,41,8,85.4,6,0,0,False,PARTIAL
Zogbohouè,COTONOU,9ème Arrondissement,6.390658,2.381211,3.1,3,90099,45,35,12,77.8,3,0,0,False,PARTIAL
Djidjè-Aïchédji,COTONOU,6ème Arrondissement,6.385493,2.432327,0.6,4,90099,14,15,0,107.1,0,0,0,False,GOOD
Gbénonkpô,COTONOU,10ème Arrondissement,6.382847,2.397775,52.2,4,90099,27,12,16,44.4,0,0,0,False,PARTIAL
Golo-Fanto,ABOMEY-CALAVI,Golo-Djigbé,6.575138,2.31632,17.0,4,90099,18,21,0,116.7,3,0,0,False,GOOD
Yolomahouto,ABOMEY-CALAVI,Godomey,6.390357,2.346424,5.3,4,90099,51,49,6,96.1,12,0,0,True,PARTIAL
Énagnon-Sikê,COTONOU,7ème Arrondissement,6.370903,2.416722,10.0,3,90099,27,26,3,96.3,0,0,2,True,PARTIAL
Agori,ABOMEY-CALAVI,Abomey-Calavi,6.445881,2.354152,30.2,6,90099,42,48,4,114.3,13,0,11,True,PARTIAL
Guinkômey,COTONOU,5ème Arrondissement,6.35653,2.43588,33.0,3,90099,76,52,30,68.4,31,1,14,True,PARTIAL
Akôgbato,COTONOU,12ème Arrondissement,6.358346,2.347183,3.5,4,90099,35,33,7,94.3,7,0,2,False,PARTIAL
Ayélawadjè-Agongbomè,COTONOU,3ème Arrondissement,6.382407,2.449617,5.1,6,90099,30,32,2,106.7,1,0,2,False,PARTIAL
Ohé,COTONOU,4ème Arrondissement,6.363356,2.446385,21.0,3,90099,48,42,7,87.5,0,0,11,True,PARTIAL
Lohoussa,ABOMEY-CALAVI,Golo-Djigbé,6.567022,2.331975,6.7,3,90099,10,6,4,60.0,0,0,0,False,PARTIAL
Yèvié-Nougo,ABOMEY-CALAVI,Zinvié,6.608679,2.364813,9.6,3,90099,17,10,8,58.8,-6,0,0,False,PARTIAL
Djidjè,COTONOU,6ème Arrondissement,6.380254,2.431892,3.9,4,90099,24,18,8,75.0,-1,0,2,True,PARTIAL
Kouhounou,COTONOU,10ème Arrondissement,6.383531,2.378634,7.0,3,90099,36,29,10,80.6,19,0,9,True,PARTIAL
Suru-Léré,COTONOU,1er Arrondissement,6.379646,2.463448,8.7,4,90099,33,25,8,75.8,-5,0,2,False,PARTIAL
Fifatin,COTONOU,3ème Arrondissement,6.371891,2.451625,11.8,7,90099,38,35,5,92.1,0,1,9,True,PARTIAL
Zopah-Kokpo,ABOMEY-CALAVI,Abomey-Calavi,6.481315,2.357438,12.5,5,90099,28,22,7,78.6,9,0,4,True,PARTIAL
"Gninkindji
",ABOMEY-CALAVI,Godomey,6.375649,2.314626,6.6,3,90099,38,27,12,71.1,0,0,0,False,PARTIAL
Agbodjèdo,COTONOU,3ème Arrondissement,6.392953,2.447,6.6,4,90099,41,35,9,85.4,2,0,2,False,PARTIAL
Kpodji-Les-Monts,ABOMEY-CALAVI,Akassato,6.562164,2.361351,15.8,2,90099,11,8,3,72.7,0,0,0,False,PARTIAL
Agla-Les-Pylônes,COTONOU,13ème Arrondissement,6.383056,2.367741,5.7,3,90099,54,39,17,72.2,3,0,0,False,PARTIAL
Alladacomè,ABOMEY-CALAVI,Golo-Djigbé,6.594109,2.316385,1.5,3,90099,8,11,0,137.5,4,0,0,False,GOOD
Saint-Jean-Gbèdiga,COTONOU,11ème Arrondissement,6.36697,2.415044,10.7,9,90099,29,29,2,100.0,15,0,8,True,PARTIAL
Zogbadjè,ABOMEY-CALAVI,Abomey-Calavi,6.423262,2.338045,1.2,3,90099,36,30,6,83.3,1,0,0,False,PARTIAL
Tonato,COTONOU,8ème Arrondissement,6.377941,2.398977,32.4,4,90099,32,21,12,65.6,4,0,4,True,PARTIAL
Agla-Agongbomey,COTONOU,13ème Arrondissement,6.373974,2.363429,9.3,3,90099,42,25,18,59.5,3,0,0,False,PARTIAL
Agla-Finafa,COTONOU,13ème Arrondissement,6.371344,2.368289,8.0,4,90099,34,28,6,82.4,0,0,0,False,PARTIAL
Hindé-Nord,COTONOU,6ème Arrondissement,6.37738,2.431863,7.6,4,90099,27,23,7,85.2,0,0,0,False,PARTIAL
Cocotomey,ABOMEY-CALAVI,Godomey,6.385835,2.300386,10.8,5,90099,49,35,14,71.4,-1,0,0,False,PARTIAL
"Sèdjannako
",ABOMEY-CALAVI,Godomey,6.390683,2.352119,9.7,6,90099,58,52,12,89.7,48,0,12,True,PARTIAL
Gbèdiga-Guêdêhounguè,COTONOU,11ème Arrondissement,6.358261,2.418503,4.7,5,90099,34,22,12,64.7,-7,0,16,True,PARTIAL
Dassèkomey,ABOMEY-CALAVI,Ouèdo,6.487314,2.250046,4.6,4,90099,16,14,3,87.5,3,0,0,False,PARTIAL
Sèhogan-Sikê,COTONOU,7ème Arrondissement,6.369302,2.418035,7.5,4,90099,26,26,1,100.0,2,0,6,True,GOOD
Hadjanaho,ABOMEY-CALAVI,Kpanroun,6.673653,2.381767,10.1,3,90099,3,3,0,100.0,0,0,0,False,OSM_DATA_LIMIT
Énagnon,COTONOU,4ème Arrondissement,6.360612,2.453661,12.0,3,90099,24,19,6,79.2,0,0,0,False,PARTIAL
Drabo,ABOMEY-CALAVI,Togba,6.495077,2.299853,4.0,3,90099,20,19,2,95.0,1,0,0,False,PARTIAL
Dantôkpa,COTONOU,6ème Arrondissement,6.371018,2.432568,6.5,3,90099,34,26,10,76.5,9,0,4,True,PARTIAL
Agla-Centre,COTONOU,13ème Arrondissement,6.377357,2.367093,6.7,4,90099,41,33,9,80.5,0,0,0,False,PARTIAL
Donaten,COTONOU,1er Arrondissement,6.363426,2.464842,10.9,4,90099,30,22,8,73.3,0,0,0,False,PARTIAL
Adjagbo-Aïdjèdo,ABOMEY-CALAVI,Ouèdo,6.474376,2.28482,17.6,4,90099,26,18,8,69.2,2,0,0,False,PARTIAL
Vodjè-Kpota,COTONOU,12ème Arrondissement,6.369119,2.398568,8.1,3,90099,21,16,6,76.2,8,0,4,True,PARTIAL
Gbèdégbé,COTONOU,13ème Arrondissement,6.365766,2.385529,12.0,4,90099,34,31,4,91.2,1,0,0,False,PARTIAL
Gbétagbo,ABOMEY-CALAVI,Akassato,6.537045,2.34628,21.1,4,90099,37,19,18,51.4,-2,0,0,False,PARTIAL
Djèkpota,ABOMEY-CALAVI,Godomey,6.369766,2.283492,15.2,3,90099,37,25,13,67.6,3,0,0,False,PARTIAL
Houinmè-Daho,ABOMEY-CALAVI,Hêvié,6.408391,2.23481,10.0,4,90099,34,29,8,85.3,3,0,0,False,PARTIAL
Bocossi-Tokpa,COTONOU,5ème Arrondissement,6.367863,2.435105,5.3,3,90099,30,16,15,53.3,1,0,0,False,PARTIAL
Zopah-Akassato,ABOMEY-CALAVI,Akassato,6.491413,2.346124,20.5,3,90099,16,15,2,93.8,0,0,0,False,PARTIAL
Ahossougbéta,ABOMEY-CALAVI,Togba,6.459212,2.318435,3.5,3,90099,28,20,8,71.4,3,0,2,False,PARTIAL
Alansankomè,ABOMEY-CALAVI,Ouèdo,6.43218,2.268156,18.3,2,90099,11,11,2,100.0,2,0,0,False,PARTIAL
Ayélawadjè,COTONOU,3ème Arrondissement,6.375064,2.449509,15.7,3,90099,28,25,5,89.3,-1,0,0,False,PARTIAL
Gbèdjromèdè-Nord,COTONOU,6ème Arrondissement,6.38438,2.416276,9.6,7,90099,47,45,9,95.7,-3,1,9,True,PARTIAL
Hlouacomey,ABOMEY-CALAVI,Godomey,6.39321,2.347949,6.1,7,90099,51,46,9,90.2,45,0,4,True,PARTIAL
Ouéga-Agué,ABOMEY-CALAVI,Togba,6.484521,2.308512,3.7,4,90099,13,11,2,84.6,1,0,0,False,PARTIAL
Kpanroun,ABOMEY-CALAVI,Kpanroun,6.675582,2.364949,2.5,4,90099,4,3,1,75.0,0,0,0,False,PARTIAL
Hêvié,ABOMEY-CALAVI,Hêvié,6.44709,2.243794,1.3,5,90099,26,24,2,92.3,17,0,4,False,PARTIAL
Akassato,ABOMEY-CALAVI,Akassato,6.506143,2.364538,6.0,3,90099,35,32,9,91.4,19,0,2,True,PARTIAL
Ouèdo,ABOMEY-CALAVI,Ouèdo,6.456154,2.25994,4.0,4,90099,30,28,3,93.3,2,0,2,False,PARTIAL
Golo-Djigbé,ABOMEY-CALAVI,Golo-Djigbé,6.559616,2.299821,6.4,3,90099,14,12,2,85.7,1,0,0,False,PARTIAL
Togba_Maria-Gléta,Abomey-Calavi,Togba,6.44416,2.295115,5.9,4,90099,16,10,6,62.5,0,0,0,False,PARTIAL
Womey-Yénawa,Abomey-Calavi,Godomey,6.404264,2.286547,8.5,4,90099,38,31,8,81.6,2,0,0,False,PARTIAL
