nid,lat,lng,n_quartiers,name_a,dist_a_m,name_b,dist_b_m,others,asymmetry,road_context,primary_highway,n_road_edges,in_roundabout,has_bridge,has_dual_connector_edge,dist_to_water_m,classification
10788,6.368213,2.391941,2,Houénoussou,199.4,Houéyihô,279.8,,0.287,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
378,6.366043,2.428368,2,Sèdjro-Saint-Michel,196.0,Gbédokpo,299.8,,0.346,intersection,primary,4,False,False,False,,PLAUSIBLE_FRONTIER
11873,6.369619,2.448704,2,Gbèdjèwin,146.1,Sodjatinmè-Ouest,149.0,,0.02,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
3559,6.391407,2.347424,2,Yolomahouto,147.0,Hlouacomey,249.9,,0.411,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
69361,6.391679,2.347284,2,Yolomahouto,153.1,Hlouacomey,206.5,,0.259,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
4642,6.375469,2.418726,2,Fignon-Sikê,192.7,Missité-Sikê,271.5,,0.29,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
4593,6.377186,2.419922,2,Gbèdjromèdè,275.4,Aïdjèdo-Ahito,295.4,,0.068,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
2155,6.366147,2.409762,2,Gbégamey-Ahito,221.8,Gbégamey-Dodo-Ayidjè,227.5,,0.025,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
4991,6.370647,2.40189,2,Vodjè-Finagnon,193.9,Vodjè-Centre,267.8,,0.276,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
12904,6.370562,2.401782,2,Vodjè-Finagnon,193.2,Vodjè-Centre,267.7,,0.278,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
91151,6.374259,2.409829,2,Agbondjèdo,173.1,Gbégamey-Gbagoudo,299.7,,0.422,intersection,service,3,False,False,False,,PLAUSIBLE_FRONTIER
60681,6.402651,2.341933,2,Godomey-Togoudo,189.2,Sèdomey,266.0,,0.289,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
1457,6.370282,2.433793,2,Dantôkpa,166.0,Nouveau-Pont,287.5,,0.423,road_segment,primary,2,False,False,True,,PLAUSIBLE_FRONTIER
1467,6.370153,2.4339,2,Dantôkpa,158.5,Nouveau-Pont,294.2,,0.461,intersection,primary,3,False,False,True,,PLAUSIBLE_FRONTIER
4515,6.373152,2.408973,2,Agbondjèdo,192.6,Gbégamey-Gbagoudo,210.4,,0.085,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
11864,6.369781,2.45729,2,Irédé,265.6,Sodjatinmè-Est,295.3,,0.1,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
9042,6.402642,2.339479,2,"Djoukpa-Togoudo
",177.4,Godomey-Togoudo,218.8,,0.189,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
4609,6.36842,2.41357,2,Dagbédji-Sikê,197.4,Saint-Jean-Gbèdiga,215.2,,0.082,intersection,residential,3,False,False,True,,PLAUSIBLE_FRONTIER
2130,6.368239,2.413374,2,Dagbédji-Sikê,200.1,Saint-Jean-Gbèdiga,212.3,,0.058,intersection,residential,3,False,False,True,,PLAUSIBLE_FRONTIER
2090,6.368195,2.40852,2,Gbégamey-Dodo-Ayidjè,199.8,Vodjè-Allobatin,260.4,,0.233,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
29281,6.389945,2.342704,2,"Aïmèvo
",162.5,Salamey,223.2,,0.272,road_segment,secondary,2,False,False,False,,PLAUSIBLE_FRONTIER
6054,6.387587,2.440103,2,Hlacômey,184.6,Adôgléta,265.7,,0.305,intersection,residential,3,False,False,False,437.9,PLAUSIBLE_FRONTIER
4969,6.379476,2.387328,2,Védokô,261.1,Sètôvi,272.9,,0.043,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3891,6.380683,2.390022,2,Missogbé,191.0,Sètôvi,235.5,,0.189,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3453,6.392066,2.346946,2,Yolomahouto,151.3,Hlouacomey,158.8,,0.047,road_segment,tertiary,2,False,False,False,,PLAUSIBLE_FRONTIER
5158,6.36938,2.433919,2,Bocossi-Tokpa,204.7,Dantôkpa,284.5,,0.28,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
12041,6.384442,2.426255,2,Ahouansouri-Agata,231.6,Aïdjèdo-Gbègo,262.2,,0.117,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3476,6.391951,2.353498,2,"Finafa
",200.5,"Sèdjannako
",241.8,,0.171,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3424,6.392697,2.352207,2,"Finafa
",235.2,"Sèdjannako
",276.5,,0.149,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
5687,6.356556,2.397996,2,Haie-Vive-Cocotiers,231.1,Cadjèhoun-Azalokogon,260.8,,0.114,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3571,6.392154,2.347417,2,Hlouacomey,153.3,Yolomahouto,190.0,,0.193,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
5134,6.361828,2.425381,2,Gbéto,256.7,Mifongou,293.2,,0.124,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
11825,6.369837,2.453327,2,Sodjatinmè-Centre,208.6,Fifatin,232.4,,0.102,intersection,primary,4,False,False,False,,PLAUSIBLE_FRONTIER
4212,6.370177,2.402253,2,Vodjè-Centre,201.9,Vodjè-Finagnon,259.8,,0.223,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
4211,6.370093,2.402145,2,Vodjè-Centre,201.9,Vodjè-Finagnon,259.0,,0.22,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
2093,6.36603,2.405807,2,Cadjèhoun-Détinsa,160.2,Gbégamey-Ahito,288.9,,0.445,intersection,residential,4,False,False,True,,PLAUSIBLE_FRONTIER
10265,6.366681,2.476881,2,Finagnon,236.2,Dandji,257.3,,0.082,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3570,6.391808,2.348045,2,Hlouacomey,164.8,Yolomahouto,255.9,,0.356,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
50858,6.403377,2.340891,2,Sèdomey,175.3,Godomey-Togoudo,227.2,,0.228,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
619,6.356119,2.399878,2,Cadjèhoun-Azalokogon,159.1,Haie-Vive-Cocotiers,254.1,,0.374,intersection,primary,3,False,False,True,,PLAUSIBLE_FRONTIER
614,6.356057,2.400207,2,Cadjèhoun-Azalokogon,167.9,Haie-Vive-Cocotiers,273.8,,0.387,intersection,primary,3,False,False,True,,PLAUSIBLE_FRONTIER
620,6.356028,2.400038,2,Cadjèhoun-Azalokogon,179.4,Haie-Vive-Cocotiers,254.8,,0.296,intersection,primary,3,False,False,True,,PLAUSIBLE_FRONTIER
4594,6.375931,2.418358,2,Missité-Sikê,206.1,Fignon-Sikê,258.2,,0.202,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
4647,6.377709,2.42634,2,Aïdjèdo-Vignon,279.5,Jéricho-Nord,299.4,,0.066,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
3894,6.380704,2.388985,2,Sètôvi,160.7,Missogbé,299.0,,0.462,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
68512,6.392789,2.343847,2,Salamey,230.8,"Nonhouénou
",245.3,,0.059,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
5956,6.382254,2.463521,2,Kowégbo,245.4,Suru-Léré,285.6,,0.141,intersection,residential,5,False,False,False,,PLAUSIBLE_FRONTIER
2255,6.379742,2.453528,2,Kpondéhou-Tchèmè,285.4,Lom-Nava,288.1,,0.009,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
10879,6.363655,2.382989,2,Aïbatin-Kpota,191.7,Aïbatin-Dodo,265.6,,0.278,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
3615,6.391011,2.348217,2,Yolomahouto,161.6,Hlouacomey,263.5,,0.387,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
26336,6.366206,2.44213,2,Dédokpo,161.0,Abokicodji-Lagune,178.3,,0.097,intersection,residential,3,False,False,False,351.8,PLAUSIBLE_FRONTIER
546,6.364912,2.406347,2,Gbégamey-Ahito,233.2,Cadjèhoun-Détinsa,254.0,,0.082,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
2108,6.365745,2.406352,2,Gbégamey-Ahito,220.8,Cadjèhoun-Détinsa,228.3,,0.033,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
6221,6.380345,2.459214,2,Ahouassa,231.4,Sènadé,287.6,,0.195,intersection,residential,3,False,False,True,,PLAUSIBLE_FRONTIER
9897,6.38001,2.372149,2,Agla-Petit-Château,212.8,Ahogbohoué-Cité-De-l'Expérience,285.6,,0.255,intersection,residential,6,False,False,False,,PLAUSIBLE_FRONTIER
4803,6.381273,2.425094,2,Aïdjèdo,211.2,Ahouansouri-Agata,243.7,,0.133,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3558,6.391327,2.347557,2,Yolomahouto,164.2,Hlouacomey,267.0,,0.385,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
14519,6.374913,2.468154,2,Avotrou-Gbègo,217.6,Yagbé,227.3,,0.043,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
417,6.377604,2.42524,2,Aïdjèdo,227.1,Jéricho-Nord,236.6,,0.04,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
4813,6.377473,2.424087,2,Jéricho-Nord,276.2,Aïdjèdo,294.2,,0.061,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
6166,6.391815,2.448567,2,Minontchou,282.8,Agbodjèdo,289.9,,0.024,intersection,residential,4,False,False,False,1396.3,PLAUSIBLE_FRONTIER
26307,6.394171,2.448574,2,Minontchou,266.3,Agbodjèdo,277.2,,0.04,road_segment,residential,2,False,False,False,1425.6,PLAUSIBLE_FRONTIER
9884,6.363769,2.384353,2,Aïbatin-Dodo,192.7,Gbèdégbé,223.0,,0.136,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
29637,6.363541,2.383913,3,Aïbatin-Dodo,180.0,Aïbatin-Kpota,277.3,Gbèdégbé,0.351,intersection,residential,3,False,False,False,,MULTI_QUARTIER
521,6.364059,2.410032,2,Gbégamey-Centre,220.5,Gbégamey-Ahito,227.0,,0.029,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
544,6.364961,2.410197,2,Gbégamey-Ahito,261.1,Gbégamey-Centre,288.8,,0.096,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
252,6.362164,2.423731,3,Gbèdomidji,231.0,Mifongou,261.3,Gbéto,0.116,intersection,primary,4,False,False,False,,MULTI_QUARTIER
76104,6.364451,2.384183,2,Gbèdégbé,202.8,Aïbatin-Dodo,285.5,,0.29,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
5042,6.35813,2.426942,3,Zongo-Nima,252.9,Gbéto,285.3,Dota,0.113,intersection,secondary,4,False,False,False,,MULTI_QUARTIER
5887,6.364618,2.44549,2,Ohé,174.6,Abokicodji-Centre,281.4,,0.38,intersection,residential,3,False,False,False,618.5,PLAUSIBLE_FRONTIER
26670,6.355657,2.437537,2,Guinkômey,173.3,Xwlacôdji-Kpodji,228.2,,0.241,intersection,primary,4,False,False,True,655.6,PLAUSIBLE_FRONTIER
579,6.355745,2.437863,2,Guinkômey,193.1,Xwlacôdji-Kpodji,234.2,,0.176,intersection,primary,6,False,False,False,620.5,PLAUSIBLE_FRONTIER
33315,6.393547,2.343397,2,Salamey,215.3,"Nonhouénou
",239.3,,0.1,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
69360,6.391952,2.347325,2,Hlouacomey,175.8,Yolomahouto,183.8,,0.044,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
13771,6.560896,2.298457,2,Golo-Djigbé,203.6,"Adjamè
",227.7,,0.106,road_segment,trunk,2,False,False,False,,PLAUSIBLE_FRONTIER
1250,6.365369,2.428809,2,Gbédokpo,227.7,Sèdjro-Saint-Michel,280.4,,0.188,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
3512,6.394609,2.346488,2,"Nonhouénou
",189.4,Hlouacomey,258.9,,0.268,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
1431,6.369748,2.429923,2,Nouveau-Pont,251.6,Jéricho-Sud,252.9,,0.005,intersection,primary,4,False,False,False,,PLAUSIBLE_FRONTIER
69365,6.390001,2.343028,2,"Aïmèvo
",220.6,Salamey,271.0,,0.186,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
5788,6.382408,2.457264,2,Ahouassa,236.1,Sènadé,289.6,,0.185,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
90514,6.36533,2.405978,2,Cadjèhoun-Détinsa,191.9,Gbégamey-Ahito,295.3,,0.35,road_segment,secondary,2,False,False,False,,PLAUSIBLE_FRONTIER
1466,6.370039,2.433671,2,Dantôkpa,187.3,Nouveau-Pont,265.4,,0.294,road_segment,primary,2,False,False,True,,PLAUSIBLE_FRONTIER
5847,6.367908,2.44566,2,Abokicodji-Centre,224.8,Gbèdjèwin,256.3,,0.123,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
618,6.355913,2.399856,2,Cadjèhoun-Azalokogon,182.1,Haie-Vive-Cocotiers,231.1,,0.212,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
6037,6.387136,2.44006,2,Adôgléta,215.4,Hlacômey,234.9,,0.083,intersection,residential,3,False,False,False,431.9,PLAUSIBLE_FRONTIER
2092,6.366784,2.406691,2,Gbégamey-Ahito,263.3,Cadjèhoun-Détinsa,289.0,,0.089,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
3893,6.38073,2.389231,2,Sètôvi,181.1,Missogbé,278.6,,0.35,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
12960,6.355406,2.399403,2,Haie-Vive-Cocotiers,187.2,Cadjèhoun-Azalokogon,277.7,,0.326,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
31040,6.355806,2.399174,2,Haie-Vive-Cocotiers,182.1,Cadjèhoun-Azalokogon,272.7,,0.332,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3568,6.391229,2.348377,2,Yolomahouto,185.4,Hlouacomey,239.7,,0.227,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
5777,6.357569,2.397263,2,Cadjèhoun-Azalokogon,225.7,Cadjèhoun-Agonga,275.9,,0.182,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
29282,6.389699,2.342947,2,"Aïmèvo
",195.2,Salamey,255.9,,0.237,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
33305,6.393137,2.343822,2,"Nonhouénou
",215.3,Salamey,222.1,,0.031,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
32169,6.392789,2.344242,2,"Nonhouénou
",212.7,Salamey,278.0,,0.235,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3557,6.391227,2.347676,2,Yolomahouto,181.5,Hlouacomey,284.3,,0.362,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
3569,6.391627,2.348157,2,Hlouacomey,188.5,Yolomahouto,236.6,,0.203,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
5951,6.382267,2.457259,2,Ahouassa,236.2,Sènadé,274.0,,0.138,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
31422,6.401802,2.339638,2,Godomey-Togoudo,188.2,"Djoukpa-Togoudo
",296.8,,0.366,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
1458,6.36994,2.433477,3,Dantôkpa,210.3,Nouveau-Pont,242.4,Bocossi-Tokpa,0.132,intersection,primary,5,False,False,False,,MULTI_QUARTIER
4170,6.367436,2.418214,2,Sèhogan-Sikê,282.5,Yévèdo,284.5,,0.007,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
1354,6.366527,2.476895,2,Finagnon,219.1,Dandji,274.4,,0.202,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3685,6.358593,2.43684,2,Guinkômey,240.9,Tokpa-Hoho,285.8,,0.157,intersection,residential,3,False,False,False,537.0,PLAUSIBLE_FRONTIER
577,6.358103,2.437086,2,Guinkômey,186.5,Tokpa-Hoho,231.4,,0.194,bridge,primary,2,False,True,True,540.1,ROAD_GRAPH_ARTIFACT
578,6.356299,2.438477,3,Guinkômey,223.5,Xwlacôdji-Kpodji,264.6,Tokpa-Hoho,0.155,intersection,primary,4,False,False,False,529.2,MULTI_QUARTIER
582,6.356666,2.438121,2,Guinkômey,190.1,Tokpa-Hoho,235.0,,0.191,road_segment,secondary,2,False,False,False,538.0,PLAUSIBLE_FRONTIER
26666,6.356483,2.437604,2,Guinkômey,225.8,Tokpa-Hoho,270.6,,0.166,road_segment,residential,2,False,False,False,596.6,PLAUSIBLE_FRONTIER
9075,6.40312,2.340358,2,Sèdomey,264.7,Godomey-Togoudo,267.5,,0.011,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
33420,6.379632,2.465797,2,Suru-Léré,243.7,Kowégbo,292.2,,0.166,intersection,residential,5,False,False,False,,PLAUSIBLE_FRONTIER
658,6.3552,2.43724,2,Xwlacôdji-Kpodji,196.5,Guinkômey,233.0,,0.157,intersection,primary,4,False,False,False,711.8,PLAUSIBLE_FRONTIER
81553,6.355411,2.43757,2,Xwlacôdji-Kpodji,200.7,Guinkômey,200.8,,0.001,intersection,primary,3,False,False,True,668.4,PLAUSIBLE_FRONTIER
32173,6.391679,2.348834,2,Hlouacomey,206.4,Yolomahouto,280.4,,0.264,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
11848,6.372645,2.459727,2,Sodjatinmè-Est,279.9,Irédé,297.3,,0.059,intersection,residential,5,False,False,False,,PLAUSIBLE_FRONTIER
81546,6.35569,2.436941,2,Guinkômey,237.5,Xwlacôdji-Kpodji,292.5,,0.188,road_segment,service,2,False,False,False,707.5,PLAUSIBLE_FRONTIER
1459,6.369738,2.433079,2,Nouveau-Pont,211.3,Dantôkpa,257.3,,0.179,road_segment,primary,2,False,False,False,,PLAUSIBLE_FRONTIER
77001,6.368003,2.392441,2,Houénoussou,211.9,Houéyihô,216.2,,0.02,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
93889,6.364789,2.42323,2,Gbènan,216.8,Gbèdomidji,276.8,,0.217,endpoint,service,1,False,False,False,,ROAD_GRAPH_ARTIFACT
50857,6.403452,2.340618,2,Sèdomey,201.6,Godomey-Togoudo,253.5,,0.205,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
9036,6.403225,2.339555,2,"Djoukpa-Togoudo
",242.8,Godomey-Togoudo,284.2,,0.146,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
1478,6.374964,2.446895,2,Adjégounlè,250.3,Ayélawadjè,282.0,,0.113,intersection,residential,5,False,False,False,,PLAUSIBLE_FRONTIER
5855,6.356861,2.439229,2,Tokpa-Hoho,244.8,Guinkômey,274.1,,0.107,road_segment,tertiary,2,False,False,False,425.1,PLAUSIBLE_FRONTIER
10654,6.363642,2.383531,2,Aïbatin-Dodo,223.7,Aïbatin-Kpota,233.6,,0.043,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
3892,6.38073,2.389422,2,Sètôvi,202.2,Missogbé,257.6,,0.215,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
31041,6.356094,2.399236,2,Haie-Vive-Cocotiers,206.5,Cadjèhoun-Azalokogon,297.1,,0.305,endpoint,service,1,False,False,False,,ROAD_GRAPH_ARTIFACT
32190,6.392159,2.344043,2,Salamey,204.3,"Nonhouénou
",286.4,,0.287,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
5107,6.36075,2.433467,2,Avlékété-Joncquet,249.3,Missité,277.5,,0.102,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
6095,6.387368,2.440082,2,Hlacômey,209.0,Adôgléta,241.2,,0.133,road_segment,residential,2,False,False,False,435.0,PLAUSIBLE_FRONTIER
3472,6.391454,2.34821,2,Hlouacomey,208.5,Yolomahouto,216.6,,0.037,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
3532,6.391159,2.348847,2,Yolomahouto,220.6,Hlouacomey,268.3,,0.178,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
3473,6.3916,2.348371,2,Hlouacomey,204.8,Yolomahouto,240.6,,0.149,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
28043,6.379575,2.372132,2,Ahogbohoué-Cité-De-l'Expérience,237.2,Agla-Petit-Château,261.2,,0.092,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
1240,6.361016,2.437807,2,Tokpa-Hoho,258.1,Missèbô,269.1,,0.041,intersection,secondary,4,False,False,False,323.3,PLAUSIBLE_FRONTIER
83895,6.389983,2.442786,2,Hlacômey,216.6,Sègbèya-Nord,293.0,,0.261,road_segment,residential,2,False,False,False,743.0,PLAUSIBLE_FRONTIER
1287,6.372782,2.415327,2,Minonkpô-Wologuèdè,253.0,Énagnon-Sikê,281.6,,0.102,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
12897,6.369309,2.400757,2,Vodjè-Kpota,250.7,Vodjè-Centre,282.0,,0.111,road_segment,secondary,2,False,False,True,,PLAUSIBLE_FRONTIER
337,6.37121,2.413338,2,Dagbédji-Sikê,284.2,Gbégamey-Gbagoudo,285.5,,0.005,intersection,primary,3,False,False,True,,PLAUSIBLE_FRONTIER
3898,6.380195,2.390033,2,Missogbé,245.3,Sètôvi,289.8,,0.153,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
257,6.365878,2.428399,2,Sèdjro-Saint-Michel,208.8,Gbédokpo,288.1,,0.275,intersection,primary,4,False,False,True,,PLAUSIBLE_FRONTIER
45121,6.36577,2.42869,2,Sèdjro-Saint-Michel,220.6,Gbédokpo,253.8,,0.131,road_segment,tertiary,2,False,False,True,,PLAUSIBLE_FRONTIER
40606,6.371788,2.445405,2,Misséssin,248.1,Gbèdjèwin,289.0,,0.141,intersection,primary,3,False,False,True,891.4,PLAUSIBLE_FRONTIER
10878,6.363681,2.383255,2,Aïbatin-Kpota,208.6,Aïbatin-Dodo,248.7,,0.161,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
12202,6.355361,2.43843,2,Guinkômey,255.4,Xwlacôdji-Kpodji,296.6,,0.139,road_segment,residential,2,False,False,False,593.8,PLAUSIBLE_FRONTIER
48052,6.372269,2.454349,2,Fifatin,246.0,Irédé,294.5,,0.165,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
29283,6.389475,2.343274,2,"Aïmèvo
",233.9,Salamey,294.6,,0.206,road_segment,secondary,2,False,False,False,,PLAUSIBLE_FRONTIER
77645,6.368397,2.397247,2,Vodjè-Kpota,228.0,Houéyihô,292.1,,0.22,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
637,6.354991,2.436949,2,Xwlacôdji-Kpodji,229.0,Guinkômey,265.5,,0.137,road_segment,primary,2,False,False,False,,PLAUSIBLE_FRONTIER
4814,6.379436,2.426574,2,Aïdjèdo,266.2,Aïdjèdo-Vignon,274.7,,0.031,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
1382,6.36884,2.396595,2,Vodjè-Kpota,223.7,Houéyihô,232.8,,0.039,intersection,secondary,3,False,False,True,,PLAUSIBLE_FRONTIER
1381,6.368942,2.396968,2,Vodjè-Kpota,234.2,Houéyihô,272.3,,0.14,intersection,secondary,3,False,False,True,,PLAUSIBLE_FRONTIER
83893,6.389833,2.443366,2,Sègbèya-Nord,250.1,Hlacômey,259.5,,0.036,intersection,residential,3,False,False,False,806.9,PLAUSIBLE_FRONTIER
77000,6.368237,2.3923,2,Houénoussou,234.1,Houéyihô,245.0,,0.045,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
32186,6.391764,2.343996,2,Salamey,220.1,Yolomahouto,289.8,,0.24,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
46814,6.391438,2.429922,2,Ladji,240.8,Ahouansori-Towéta-Kpota,292.4,,0.176,intersection,residential,4,False,False,False,674.8,PLAUSIBLE_FRONTIER
40605,6.371779,2.445186,2,Misséssin,235.5,Gbénonkpô,290.5,,0.189,intersection,primary,4,False,False,False,867.2,PLAUSIBLE_FRONTIER
9074,6.4035,2.340345,2,Sèdomey,222.4,Godomey-Togoudo,274.3,,0.189,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
6413,6.374381,2.451646,2,Fifatin,265.7,Ayélawadjè,290.3,,0.085,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
77643,6.368265,2.39667,2,Houéyihô,226.7,Vodjè-Kpota,293.4,,0.227,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
649,6.354652,2.439784,2,Xwlacôdji-Plage,259.5,Xwlacôdji-Kpodji,278.6,,0.069,intersection,residential,5,False,False,False,,PLAUSIBLE_FRONTIER
32188,6.391665,2.344661,2,Yolomahouto,227.8,Salamey,282.1,,0.193,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
32193,6.392219,2.344815,2,Yolomahouto,239.5,Salamey,265.1,,0.096,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
32191,6.392099,2.344373,2,Salamey,227.7,Yolomahouto,276.9,,0.178,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
84156,6.392378,2.34413,2,Salamey,230.5,"Nonhouénou
",260.1,,0.114,road_segment,secondary,2,False,False,False,,PLAUSIBLE_FRONTIER
3822,6.370034,2.433094,2,Nouveau-Pont,253.1,Dantôkpa,293.7,,0.138,bridge,footway,1,False,True,False,,ROAD_GRAPH_ARTIFACT
3698,6.383525,2.391586,2,Missogbé,223.0,Midédji,294.8,,0.243,road_segment,tertiary,2,False,False,False,,PLAUSIBLE_FRONTIER
11824,6.369977,2.453502,2,Sodjatinmè-Centre,229.3,Fifatin,253.1,,0.094,road_segment,tertiary,2,False,False,False,,PLAUSIBLE_FRONTIER
33317,6.394068,2.343647,2,"Nonhouénou
",259.9,Salamey,279.6,,0.07,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
6297,6.37979,2.444606,2,Sègbèya-Sud,276.2,Midombo,278.0,,0.006,intersection,residential,5,False,False,False,908.7,PLAUSIBLE_FRONTIER
218,6.371935,2.445185,2,Misséssin,252.9,Gbénonkpô,293.7,,0.139,intersection,primary,3,False,False,True,869.8,PLAUSIBLE_FRONTIER
47971,6.362319,2.443228,2,Abokicodji-Lagune,265.8,Akpakpa-Dodomè,271.3,,0.02,road_segment,service,2,False,False,False,281.5,PLAUSIBLE_FRONTIER
36149,6.379703,2.459395,2,Sènadé,236.0,Ahouassa,284.1,,0.169,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
84155,6.392611,2.344207,2,"Nonhouénou
",232.8,Salamey,257.8,,0.097,road_segment,secondary,2,False,False,False,,PLAUSIBLE_FRONTIER
