nid,lat,lng,n_quartiers,name_a,dist_a_m,name_b,dist_b_m,others,asymmetry,road_context,primary_highway,n_road_edges,in_roundabout,has_bridge,has_dual_connector_edge,dist_to_water_m,classification
12882,6.369265,2.401098,2,Vodjè-Centre,244.0,Vodjè-Kpota,288.7,,0.155,intersection,residential,3,False,False,True,,PLAUSIBLE_FRONTIER
5008,6.367063,2.387119,2,Gbèdégbé,261.8,Missité,264.9,,0.012,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
4174,6.370998,2.41882,2,Énagnon-Sikê,250.5,Sèhogan-Sikê,283.3,,0.116,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
83894,6.389974,2.442985,2,Hlacômey,233.3,Sègbèya-Nord,276.4,,0.156,road_segment,residential,2,False,False,False,765.2,PLAUSIBLE_FRONTIER
3699,6.383778,2.391706,2,Missogbé,249.6,Midédji,268.1,,0.069,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
1372,6.369464,2.400843,2,Vodjè-Kpota,265.5,Vodjè-Centre,273.2,,0.028,road_segment,secondary,2,False,False,True,,PLAUSIBLE_FRONTIER
32187,6.391649,2.3444,2,Yolomahouto,243.4,Salamey,266.5,,0.087,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
33421,6.380128,2.46585,2,Kowégbo,237.5,Suru-Léré,298.3,,0.204,road_segment,tertiary,2,False,False,False,,PLAUSIBLE_FRONTIER
5856,6.356581,2.438923,3,Guinkômey,249.8,Tokpa-Hoho,269.2,Xwlacôdji-Kpodji,0.072,road_segment,tertiary,2,False,False,False,470.8,MULTI_QUARTIER
91182,6.369152,2.396979,2,Vodjè-Kpota,257.6,Houéyihô,282.8,,0.089,road_segment,tertiary,2,False,False,True,,PLAUSIBLE_FRONTIER
10653,6.364141,2.383693,3,Aïbatin-Dodo,282.0,Gbèdégbé,291.0,Aïbatin-Kpota,0.031,intersection,residential,3,False,False,False,,MULTI_QUARTIER
1512,6.371307,2.414414,2,Énagnon-Sikê,251.9,Dagbédji-Sikê,289.3,,0.129,intersection,residential,4,False,False,False,,PLAUSIBLE_FRONTIER
77644,6.368333,2.396987,2,Vodjè-Kpota,257.6,Houéyihô,262.5,,0.019,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
32192,6.392152,2.344662,2,Salamey,246.7,Yolomahouto,257.9,,0.044,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
11823,6.370083,2.453677,2,Sodjatinmè-Centre,251.9,Fifatin,275.7,,0.086,road_segment,tertiary,2,False,False,False,,PLAUSIBLE_FRONTIER
4959,6.379756,2.38725,2,Sètôvi,275.8,Védokô,293.4,,0.06,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
77008,6.368273,2.392502,2,Houénoussou,251.8,Houéyihô,262.7,,0.042,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
12925,6.368649,2.392108,2,Houénoussou,269.5,Houéyihô,294.4,,0.084,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
5582,6.369101,2.397141,2,Vodjè-Kpota,252.5,Houéyihô,290.6,,0.131,road_segment,tertiary,2,False,False,True,,PLAUSIBLE_FRONTIER
5419,6.389394,2.383239,2,Zogbohouè,268.1,Agounvocôdji,284.1,,0.056,road_segment,tertiary,2,False,False,False,,PLAUSIBLE_FRONTIER
3510,6.394138,2.347135,2,"Nonhouénou
",278.4,Hlouacomey,290.2,,0.041,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
49223,6.420048,2.309296,2,Tankpè-Togoudo,261.6,"Maria-Gléta
",286.5,,0.087,intersection,residential,3,False,False,False,,PLAUSIBLE_FRONTIER
77007,6.36834,2.392714,2,Houénoussou,276.3,Houéyihô,287.2,,0.038,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
9033,6.403641,2.339758,2,Sèdomey,280.4,"Djoukpa-Togoudo
",294.6,,0.048,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
1239,6.360925,2.437693,2,Tokpa-Hoho,274.3,Missèbô,285.3,,0.039,road_segment,tertiary,2,False,False,False,339.2,PLAUSIBLE_FRONTIER
9034,6.403497,2.339664,2,"Djoukpa-Togoudo
",275.5,Sèdomey,299.5,,0.08,road_segment,residential,2,False,False,False,,PLAUSIBLE_FRONTIER
