name,commune,arr,lat,lng,snap_m,snap_node_n_edges,component_size,near_ways,visited_ways,missed_ways,coverage_pct,kdtree_delta_vis,nearby_roundabouts,nearby_oneway_ways,used_dual_connector,classification
Ahowégodo,ABOMEY-CALAVI,Kpanroun,6.701198,2.352761,174.4,2,90087,0,1,0,0.0,0,0,0,False,OFF_ROAD
Agounvocôdji,COTONOU,10ème Arrondissement,6.387898,2.385571,4.7,4,90087,6,7,0,116.7,1,0,0,False,GOOD
Somè,ABOMEY-CALAVI,Togba,6.453545,2.298973,17.0,4,90087,3,4,0,133.3,1,0,0,False,OSM_DATA_LIMIT
"Agonkanmey
",ABOMEY-CALAVI,Godomey,6.409046,2.337729,9.8,5,90087,11,10,1,90.9,0,0,2,False,GOOD
"Dèkoungbé-Église
",ABOMEY-CALAVI,Godomey,6.371782,2.318474,2.7,4,90087,5,5,0,100.0,0,0,0,False,GOOD
"Finafa
",ABOMEY-CALAVI,Godomey,6.393346,2.353577,8.8,4,90087,10,10,0,100.0,0,0,0,False,GOOD
Minontchou,COTONOU,2ème Arrondissement,6.392861,2.450246,6.1,3,90087,8,10,1,125.0,3,0,0,False,GOOD
Zèkanmey-Domè,ABOMEY-CALAVI,Akassato,6.531632,2.341055,4.9,4,90087,2,2,0,100.0,0,0,0,False,OSM_DATA_LIMIT
Tokpa-Hoho,COTONOU,5ème Arrondissement,6.358974,2.439452,9.5,5,90087,10,13,2,130.0,12,0,6,True,PARTIAL
Sèdami,COTONOU,7ème Arrondissement,6.370194,2.424121,5.2,4,90087,7,4,3,57.1,-2,0,2,False,PARTIAL
Gbèdjromèdè,COTONOU,6ème Arrondissement,6.379553,2.42003,2.4,7,90087,17,17,4,100.0,1,1,11,False,PARTIAL
Cococodji,ABOMEY-CALAVI,Godomey,6.388041,2.272137,13.4,4,90087,14,10,7,71.4,-2,0,6,False,PARTIAL
Sodjatinmè-Ouest,COTONOU,4ème Arrondissement,6.368479,2.44951,11.5,4,90087,3,3,0,100.0,0,0,0,False,OSM_DATA_LIMIT
Agla-Figaro,COTONOU,13ème Arrondissement,6.378384,2.353244,2.8,5,90087,9,11,1,122.2,-1,0,1,False,GOOD
"Tokpa
",ABOMEY-CALAVI,Godomey,6.388912,2.306642,12.3,6,90087,12,12,2,100.0,-1,0,4,False,PARTIAL
Yèkon-Do,ABOMEY-CALAVI,Golo-Djigbé,6.562677,2.316385,2.2,3,90087,6,8,0,133.3,2,0,0,False,GOOD
