name,commune,arr,lat,lng,snap_m,snap_node_n_edges,component_size,near_ways,visited_ways,missed_ways,coverage_pct,kdtree_delta_vis,nearby_roundabouts,nearby_oneway_ways,used_dual_connector,classification
"Adjamè
",ABOMEY-CALAVI,Golo-Djigbé,6.562398,2.297066,6.7,3,90099,21,15,7,71.4,4,0,0,False,PARTIAL
Ladji,COTONOU,6ème Arrondissement,6.39135,2.428146,0.5,2,90099,35,23,12,65.7,3,0,0,False,PARTIAL
Sènadé-Sèkon,COTONOU,2ème Arrondissement,6.375689,2.45955,4.0,3,90099,85,64,25,75.3,-3,0,7,True,PARTIAL
Avagbé,ABOMEY-CALAVI,Kpanroun,6.668193,2.37577,18.0,3,90099,4,4,0,100.0,0,0,0,False,GOOD
"Assrossa
",ABOMEY-CALAVI,Godomey,6.409462,2.326907,9.3,4,90099,91,71,21,78.0,5,0,0,False,PARTIAL
Vossa,COTONOU,6ème Arrondissement,6.392753,2.40955,5.7,3,90099,31,29,2,93.5,1,0,0,False,PARTIAL
Yêkon-Aga,ABOMEY-CALAVI,Golo-Djigbé,6.558756,2.312139,4.8,3,90099,33,20,13,60.6,2,0,0,False,PARTIAL
Agassa-Godomey,ABOMEY-CALAVI,Akassato,6.545053,2.364811,8.5,4,90099,71,59,13,83.1,4,0,0,False,PARTIAL
"Dessato
",ABOMEY-CALAVI,Ouèdo,6.466031,2.26707,11.1,4,90099,43,34,9,79.1,1,0,0,False,PARTIAL
Gbénonkpô,COTONOU,3ème Arrondissement,6.371912,2.442459,11.2,7,90099,69,66,8,95.7,5,0,4,False,PARTIAL
Adjégounlè,COTONOU,3ème Arrondissement,6.374871,2.444524,10.7,3,90099,74,51,24,68.9,4,0,0,True,PARTIAL
Salamey,ABOMEY-CALAVI,Godomey,6.391982,2.342433,11.0,2,90099,98,87,13,88.8,11,0,0,True,PARTIAL
Aïdjèdo-Vignon,COTONOU,6ème Arrondissement,6.377381,2.428167,11.5,6,90099,47,36,15,76.6,-10,0,5,False,PARTIAL
Sègbèya-Sud,COTONOU,3ème Arrondissement,6.382394,2.444604,8.1,4,90099,73,51,22,69.9,-4,0,2,False,PARTIAL
Dota,COTONOU,5ème Arrondissement,6.359771,2.429022,6.2,5,90099,48,33,17,68.8,3,0,2,True,PARTIAL
"Fandji
",ABOMEY-CALAVI,Godomey,6.387334,2.296214,12.4,5,90099,135,94,42,69.6,43,0,4,True,PARTIAL
Sègbèya-Nord,COTONOU,3ème Arrondissement,6.388634,2.444684,6.7,4,90099,76,58,20,76.3,-4,0,2,False,PARTIAL
Tankpè-Tanmè,ABOMEY-CALAVI,Togba,6.427859,2.326013,24.9,3,90099,157,132,28,84.1,20,0,0,False,PARTIAL
Abokicodji-Centre,COTONOU,4ème Arrondissement,6.366356,2.446817,6.4,7,90099,69,68,9,98.6,8,0,4,True,PARTIAL
Cadjèhoun-Agonga,COTONOU,12ème Arrondissement,6.358597,2.395776,2.6,4,90099,87,62,26,71.3,16,0,1,True,PARTIAL
Adjagbo,ABOMEY-CALAVI,Akassato,6.527113,2.352959,17.6,4,90099,66,44,23,66.7,4,0,0,False,PARTIAL
Jéricho-Sud,COTONOU,6ème Arrondissement,6.37147,2.429472,3.2,4,90099,68,51,20,75.0,8,0,2,False,PARTIAL
Sèdjro-Saint-Michel,COTONOU,7ème Arrondissement,6.367091,2.429931,2.2,4,90099,75,62,19,82.7,2,0,9,True,PARTIAL
Gbèdagba,COTONOU,8ème Arrondissement,6.382153,2.413428,7.9,4,90099,76,51,27,67.1,1,0,2,False,PARTIAL
Tchanhounkpamè,COTONOU,1er Arrondissement,6.379552,2.480469,16.5,4,90099,106,82,28,77.4,1,0,2,False,PARTIAL
Houinmè,ABOMEY-CALAVI,Hêvié,6.417919,2.227346,5.8,3,90099,63,56,11,88.9,14,0,0,False,PARTIAL
Aïbatin-Kpota,COTONOU,13ème Arrondissement,6.363429,2.381252,7.1,3,90099,64,38,27,59.4,3,0,0,False,PARTIAL
Sogan,ABOMEY-CALAVI,Hêvié,6.399896,2.269108,10.1,3,90099,61,46,18,75.4,22,0,2,False,PARTIAL
Gbédokpo,COTONOU,5ème Arrondissement,6.363856,2.430031,17.2,3,90099,56,39,17,69.6,-3,0,2,True,PARTIAL
"Fandji
",ABOMEY-CALAVI,Abomey-Calavi,6.465893,2.34742,7.5,4,90099,48,40,10,83.3,5,0,0,False,PARTIAL
Wawata-Todja,ABOMEY-CALAVI,Zinvié,6.631162,2.311567,4.3,3,90099,12,11,1,91.7,-1,0,0,False,GOOD
Dagbédji-Sikê,COTONOU,7ème Arrondissement,6.369584,2.412136,13.1,4,90099,60,64,7,106.7,14,0,6,True,PARTIAL
Sèmè,ABOMEY-CALAVI,Abomey-Calavi,6.458023,2.345315,4.1,3,90099,103,78,26,75.7,7,0,0,False,PARTIAL
Houéhoun,COTONOU,8ème Arrondissement,6.379432,2.410071,3.4,6,90099,46,42,6,91.3,-1,0,2,False,PARTIAL
Gbégamey-Mifongou,COTONOU,11ème Arrondissement,6.360589,2.409731,3.4,3,90099,69,42,29,60.9,4,0,4,True,PARTIAL
Finagnon,COTONOU,1er Arrondissement,6.36457,2.477085,2.9,3,90099,59,41,19,69.5,6,0,2,False,PARTIAL
Nvènamèdé,COTONOU,1er Arrondissement,6.370328,2.464196,1.2,3,90099,105,74,35,70.5,1,0,0,False,PARTIAL
Tokan,ABOMEY-CALAVI,Togba,6.451317,2.312681,75.5,2,90099,80,66,18,82.5,11,0,0,False,PARTIAL
Houéyihô-Tannou,COTONOU,11ème Arrondissement,6.373475,2.391825,1.8,5,90099,112,92,26,82.1,57,0,2,True,PARTIAL
Agonsoudja,ABOMEY-CALAVI,Akassato,6.565948,2.348987,5.7,3,90099,23,17,6,73.9,-1,0,0,False,PARTIAL
Dokomè,ABOMEY-CALAVI,Zinvié,6.575012,2.362904,91.5,1,90099,30,8,22,26.7,0,0,0,False,BROKEN
Dossounou,ABOMEY-CALAVI,Hêvié,6.464409,2.229614,9.0,4,90099,35,29,10,82.9,12,0,0,False,PARTIAL
Glo-Tokpa,ABOMEY-CALAVI,Akassato,6.526431,2.363493,1.9,4,90099,46,37,10,80.4,1,0,0,False,PARTIAL
Gbégamey-Centre,COTONOU,11ème Arrondissement,6.363258,2.411956,9.4,4,90099,55,50,12,90.9,7,0,3,True,PARTIAL
Houèkè-Gbo,ABOMEY-CALAVI,Akassato,6.492245,2.364886,10.6,3,90099,66,62,21,93.9,23,0,0,True,PARTIAL
Aïbatin-Dodo,COTONOU,12ème Arrondissement,6.361853,2.383413,12.1,6,90099,64,52,14,81.2,6,0,0,False,PARTIAL
Logbozounkpa,ABOMEY-CALAVI,Godomey,6.382395,2.311583,6.4,4,90099,122,107,16,87.7,3,0,0,False,PARTIAL
Haie-Vive-Cocotiers,COTONOU,12ème Arrondissement,6.354922,2.398009,1.9,3,90099,135,96,39,71.1,4,0,4,True,PARTIAL
Yénawa,COTONOU,2ème Arrondissement,6.389335,2.465915,6.6,5,90099,82,68,15,82.9,0,0,4,True,PARTIAL
Azonsa,ABOMEY-CALAVI,Golo-Djigbé,6.546532,2.330072,4.6,6,90099,27,21,7,77.8,3,0,0,False,PARTIAL
Ahouansori-Towéta-Kpota,COTONOU,6ème Arrondissement,6.389331,2.431539,2.4,4,90099,36,35,3,97.2,2,0,2,False,PARTIAL
Houéyihô,COTONOU,11ème Arrondissement,6.368311,2.394263,2.0,4,90099,80,45,37,56.2,7,1,11,True,PARTIAL
"Tchinangbégbo
",ABOMEY-CALAVI,Abomey-Calavi,6.435228,2.337486,14.2,3,90099,92,78,15,84.8,2,0,0,False,PARTIAL
Adjogansa,ABOMEY-CALAVI,Zinvié,6.578527,2.328928,7.9,4,90099,13,11,2,84.6,-1,0,0,False,PARTIAL
"Dèkoungbé
",ABOMEY-CALAVI,Godomey,6.377795,2.32958,7.0,4,90099,85,68,18,80.0,1,0,0,False,PARTIAL
Yénawa-Fifadji,COTONOU,10ème Arrondissement,6.38849,2.396319,7.5,4,90099,75,55,22,73.3,5,0,0,False,PARTIAL
Missité,COTONOU,5ème Arrondissement,6.361834,2.431661,5.7,5,90099,50,44,7,88.0,-2,0,4,True,PARTIAL
Togbin-Kpèvi,ABOMEY-CALAVI,Godomey,6.358268,2.313871,9.1,3,90099,34,30,6,88.2,3,0,0,False,PARTIAL
"Plateau
",ABOMEY-CALAVI,Godomey,6.384958,2.346964,13.0,2,90099,101,76,26,75.2,8,0,4,True,PARTIAL
Kpossidja,ABOMEY-CALAVI,Ouèdo,6.48423,2.266889,10.5,4,90099,31,39,2,125.8,23,0,0,False,PARTIAL
Avlékété-Joncquet,COTONOU,5ème Arrondissement,6.359292,2.431525,5.6,4,90099,50,33,19,66.0,2,0,1,True,PARTIAL
Gbèdjèwin,COTONOU,4ème Arrondissement,6.369917,2.446855,5.2,9,90099,60,60,7,100.0,10,1,5,True,PARTIAL
"La-Paix
",ABOMEY-CALAVI,Godomey,6.389041,2.312788,8.8,7,90099,168,128,43,76.2,1,0,5,True,PARTIAL
Aïfa-Calavi,ABOMEY-CALAVI,Abomey-Calavi,6.46997,2.328511,7.2,4,90099,70,58,14,82.9,2,0,0,False,PARTIAL
"Nonhouénou
",ABOMEY-CALAVI,Godomey,6.39457,2.345129,0.6,8,90099,100,98,11,98.0,15,0,4,True,PARTIAL
"Hounsa-Agbodokpa
",ABOMEY-CALAVI,Godomey,6.402109,2.328718,10.8,4,90099,90,80,12,88.9,9,0,0,False,PARTIAL
Zogbohouè,COTONOU,9ème Arrondissement,6.390658,2.381211,3.1,3,90099,84,77,10,91.7,9,0,0,False,PARTIAL
Djidjè-Aïchédji,COTONOU,6ème Arrondissement,6.385493,2.432327,0.6,4,90099,39,20,20,51.3,0,0,0,True,PARTIAL
Gbénonkpô,COTONOU,10ème Arrondissement,6.382847,2.397775,52.2,4,90099,73,20,53,27.4,0,0,0,False,BROKEN
Golo-Fanto,ABOMEY-CALAVI,Golo-Djigbé,6.575138,2.31632,17.0,4,90099,28,29,0,103.6,2,0,0,False,GOOD
Yolomahouto,ABOMEY-CALAVI,Godomey,6.390357,2.346424,5.3,4,90099,124,104,24,83.9,29,0,0,True,PARTIAL
Énagnon-Sikê,COTONOU,7ème Arrondissement,6.370903,2.416722,10.0,3,90099,55,48,8,87.3,4,0,2,True,PARTIAL
Agori,ABOMEY-CALAVI,Abomey-Calavi,6.445881,2.354152,30.2,6,90099,88,97,3,110.2,24,0,11,True,PARTIAL
Guinkômey,COTONOU,5ème Arrondissement,6.35653,2.43588,33.0,3,90099,114,80,39,70.2,27,1,14,True,PARTIAL
Akôgbato,COTONOU,12ème Arrondissement,6.358346,2.347183,3.5,4,90099,88,74,17,84.1,14,0,2,False,PARTIAL
Ayélawadjè-Agongbomè,COTONOU,3ème Arrondissement,6.382407,2.449617,5.1,6,90099,61,51,12,83.6,-1,0,2,False,PARTIAL
Ohé,COTONOU,4ème Arrondissement,6.363356,2.446385,21.0,3,90099,78,65,17,83.3,3,0,11,True,PARTIAL
Lohoussa,ABOMEY-CALAVI,Golo-Djigbé,6.567022,2.331975,6.7,3,90099,23,17,6,73.9,1,0,0,False,PARTIAL
Yèvié-Nougo,ABOMEY-CALAVI,Zinvié,6.608679,2.364813,9.6,3,90099,24,17,7,70.8,-4,0,0,False,PARTIAL
Djidjè,COTONOU,6ème Arrondissement,6.380254,2.431892,3.9,4,90099,48,34,15,70.8,0,0,2,True,PARTIAL
Kouhounou,COTONOU,10ème Arrondissement,6.383531,2.378634,7.0,3,90099,86,67,23,77.9,32,0,9,True,PARTIAL
Suru-Léré,COTONOU,1er Arrondissement,6.379646,2.463448,8.7,4,90099,85,56,31,65.9,-5,0,2,False,PARTIAL
Fifatin,COTONOU,3ème Arrondissement,6.371891,2.451625,11.8,7,90099,67,62,12,92.5,7,1,9,True,PARTIAL
Zopah-Kokpo,ABOMEY-CALAVI,Abomey-Calavi,6.481315,2.357438,12.5,5,90099,84,58,27,69.0,18,0,4,True,PARTIAL
"Gninkindji
",ABOMEY-CALAVI,Godomey,6.375649,2.314626,6.6,3,90099,85,55,30,64.7,1,0,0,False,PARTIAL
Agbodjèdo,COTONOU,3ème Arrondissement,6.392953,2.447,6.6,4,90099,81,69,16,85.2,6,0,2,True,PARTIAL
Kpodji-Les-Monts,ABOMEY-CALAVI,Akassato,6.562164,2.361351,15.8,2,90099,22,18,4,81.8,0,0,0,False,PARTIAL
Agla-Les-Pylônes,COTONOU,13ème Arrondissement,6.383056,2.367741,5.7,3,90099,106,86,21,81.1,3,0,0,False,PARTIAL
Alladacomè,ABOMEY-CALAVI,Golo-Djigbé,6.594109,2.316385,1.5,3,90099,21,16,5,76.2,1,0,0,False,PARTIAL
Saint-Jean-Gbèdiga,COTONOU,11ème Arrondissement,6.36697,2.415044,10.7,9,90099,54,49,9,90.7,18,0,8,True,PARTIAL
Zogbadjè,ABOMEY-CALAVI,Abomey-Calavi,6.423262,2.338045,1.2,3,90099,77,55,22,71.4,4,0,0,False,PARTIAL
Tonato,COTONOU,8ème Arrondissement,6.377941,2.398977,32.4,4,90099,83,49,36,59.0,10,0,4,True,PARTIAL
Agla-Agongbomey,COTONOU,13ème Arrondissement,6.373974,2.363429,9.3,3,90099,112,76,37,67.9,6,0,0,False,PARTIAL
Agla-Finafa,COTONOU,13ème Arrondissement,6.371344,2.368289,8.0,4,90099,57,43,14,75.4,2,0,0,False,PARTIAL
Hindé-Nord,COTONOU,6ème Arrondissement,6.37738,2.431863,7.6,4,90099,49,37,13,75.5,-8,0,0,False,PARTIAL
Cocotomey,ABOMEY-CALAVI,Godomey,6.385835,2.300386,10.8,5,90099,140,90,52,64.3,10,0,0,True,PARTIAL
"Sèdjannako
",ABOMEY-CALAVI,Godomey,6.390683,2.352119,9.7,6,90099,124,112,23,90.3,106,0,12,True,PARTIAL
Gbèdiga-Guêdêhounguè,COTONOU,11ème Arrondissement,6.358261,2.418503,4.7,5,90099,77,52,26,67.5,-1,0,16,True,PARTIAL
Dassèkomey,ABOMEY-CALAVI,Ouèdo,6.487314,2.250046,4.6,4,90099,35,22,14,62.9,2,0,0,False,PARTIAL
Sèhogan-Sikê,COTONOU,7ème Arrondissement,6.369302,2.418035,7.5,4,90099,57,46,12,80.7,6,0,6,True,PARTIAL
Hadjanaho,ABOMEY-CALAVI,Kpanroun,6.673653,2.381767,10.1,3,90099,3,3,0,100.0,0,0,0,False,OSM_DATA_LIMIT
Énagnon,COTONOU,4ème Arrondissement,6.360612,2.453661,12.0,3,90099,67,35,33,52.2,0,0,0,False,PARTIAL
Drabo,ABOMEY-CALAVI,Togba,6.495077,2.299853,4.0,3,90099,35,27,9,77.1,2,0,0,False,PARTIAL
Dantôkpa,COTONOU,6ème Arrondissement,6.371018,2.432568,6.5,3,90099,53,42,14,79.2,11,0,4,True,PARTIAL
Agla-Centre,COTONOU,13ème Arrondissement,6.377357,2.367093,6.7,4,90099,94,66,28,70.2,-2,0,0,False,PARTIAL
Donaten,COTONOU,1er Arrondissement,6.363426,2.464842,10.9,4,90099,68,58,12,85.3,7,0,0,False,PARTIAL
Adjagbo-Aïdjèdo,ABOMEY-CALAVI,Ouèdo,6.474376,2.28482,17.6,4,90099,50,34,21,68.0,8,0,0,False,PARTIAL
Vodjè-Kpota,COTONOU,12ème Arrondissement,6.369119,2.398568,8.1,3,90099,51,34,20,66.7,19,0,4,True,PARTIAL
Gbèdégbé,COTONOU,13ème Arrondissement,6.365766,2.385529,12.0,4,90099,64,52,14,81.2,4,0,0,False,PARTIAL
Gbétagbo,ABOMEY-CALAVI,Akassato,6.537045,2.34628,21.1,4,90099,68,61,8,89.7,8,0,0,False,PARTIAL
Djèkpota,ABOMEY-CALAVI,Godomey,6.369766,2.283492,15.2,3,90099,84,61,25,72.6,9,0,0,False,PARTIAL
Houinmè-Daho,ABOMEY-CALAVI,Hêvié,6.408391,2.23481,10.0,4,90099,78,73,9,93.6,19,0,0,False,PARTIAL
Bocossi-Tokpa,COTONOU,5ème Arrondissement,6.367863,2.435105,5.3,3,90099,63,42,23,66.7,10,0,0,True,PARTIAL
Zopah-Akassato,ABOMEY-CALAVI,Akassato,6.491413,2.346124,20.5,3,90099,55,37,20,67.3,1,0,0,False,PARTIAL
Ahossougbéta,ABOMEY-CALAVI,Togba,6.459212,2.318435,3.5,3,90099,74,63,13,85.1,11,0,2,False,PARTIAL
Alansankomè,ABOMEY-CALAVI,Ouèdo,6.43218,2.268156,18.3,2,90099,36,24,13,66.7,5,0,0,False,PARTIAL
Ayélawadjè,COTONOU,3ème Arrondissement,6.375064,2.449509,15.7,3,90099,78,48,31,61.5,-1,0,0,True,PARTIAL
Gbèdjromèdè-Nord,COTONOU,6ème Arrondissement,6.38438,2.416276,9.6,7,90099,82,69,20,84.1,-1,1,9,True,PARTIAL
Hlouacomey,ABOMEY-CALAVI,Godomey,6.39321,2.347949,6.1,7,90099,128,113,22,88.3,98,0,4,True,PARTIAL
Ouéga-Agué,ABOMEY-CALAVI,Togba,6.484521,2.308512,3.7,4,90099,43,27,16,62.8,0,0,0,False,PARTIAL
Kpanroun,ABOMEY-CALAVI,Kpanroun,6.675582,2.364949,2.5,4,90099,6,5,1,83.3,-1,0,0,False,GOOD
Hêvié,ABOMEY-CALAVI,Hêvié,6.44709,2.243794,1.3,5,90099,58,48,10,82.8,36,0,4,False,PARTIAL
Akassato,ABOMEY-CALAVI,Akassato,6.506143,2.364538,6.0,3,90099,86,83,9,96.5,44,0,2,True,PARTIAL
Ouèdo,ABOMEY-CALAVI,Ouèdo,6.456154,2.25994,4.0,4,90099,66,63,9,95.5,8,0,2,False,PARTIAL
Golo-Djigbé,ABOMEY-CALAVI,Golo-Djigbé,6.559616,2.299821,6.4,3,90099,25,26,2,104.0,4,0,0,False,PARTIAL
Togba_Maria-Gléta,Abomey-Calavi,Togba,6.44416,2.295115,5.9,4,90099,36,23,13,63.9,2,0,0,False,PARTIAL
Womey-Yénawa,Abomey-Calavi,Godomey,6.404264,2.286547,8.5,4,90099,96,87,10,90.6,10,0,0,False,PARTIAL
